       MJD   Upper    Mean   Lower  Cenwave  Zeropoint  Filter 
 60036.218  20.455  20.333  20.234  4746.48     3631.0   g-P48 
 60036.218  20.492  20.363  20.259  4735.89     3631.0  g-FLWO 
 60036.282  19.783  19.681  19.606  7645.77     3631.0       i 
 60036.282  19.836  19.764  19.688  6629.82     3631.0  orange 
 60036.282  19.866  19.802  19.729  6366.38     3631.0   r-P48 
 60036.282  19.909  19.848  19.775  6198.96     3631.0  r-FLWO 
 60036.282  20.189  20.106  20.035  5182.42     3631.0    cyan 
 60036.282  20.457  20.335  20.236  4746.48     3631.0   g-P48 
 60036.282  20.493  20.365  20.261  4735.89     3631.0  g-FLWO 
 60037.393  19.804  19.701  19.622  7645.77     3631.0       i 
 60037.393   19.86  19.784  19.707  6629.82     3631.0  orange 
 60037.393   19.89  19.826  19.751  6366.38     3631.0   r-P48 
 60037.393  19.934   19.87  19.796  6198.96     3631.0  r-FLWO 
 60037.393  20.218  20.133  20.061  5182.42     3631.0    cyan 
 60037.393  20.484  20.362  20.259  4746.48     3631.0   g-P48 
 60037.393  20.523  20.392  20.286  4735.89     3631.0  g-FLWO 
 60041.096  19.873   19.77  19.678  7645.77     3631.0       i 
 60041.096   19.94  19.858  19.775  6629.82     3631.0  orange 
 60041.096  19.966  19.897  19.826  6366.38     3631.0   r-P48 
 60041.096  20.018  19.941  19.869  6198.96     3631.0  r-FLWO 
 60041.096  20.309  20.216  20.127  5182.42     3631.0    cyan 
 60041.096  20.581  20.451  20.331  4746.48     3631.0   g-P48 
 60041.096  20.622  20.487  20.354  4735.89     3631.0  g-FLWO 
 60042.313  19.895  19.791  19.698  7645.77     3631.0       i 
 60042.313  19.966  19.883  19.797  6629.82     3631.0  orange 
 60042.313  19.992  19.921  19.848  6366.38     3631.0   r-P48 
 60042.313  20.043  19.962  19.893  6198.96     3631.0  r-FLWO 
 60042.313   20.34  20.243   20.15  5182.42     3631.0    cyan 
 60042.313  20.616  20.482  20.355  4746.48     3631.0   g-P48 
 60042.313  20.657  20.514  20.375  4735.89     3631.0  g-FLWO 
 60043.164   19.91  19.807  19.711  7645.77     3631.0       i 
 60043.164  19.984    19.9  19.813  6629.82     3631.0  orange 
 60043.164  20.009  19.937  19.861  6366.38     3631.0   r-P48 
 60043.164  20.059  19.979  19.909  6198.96     3631.0  r-FLWO 
 60043.164   20.36  20.262  20.165  5182.42     3631.0    cyan 
 60043.164  20.641  20.501   20.37  4746.48     3631.0   g-P48 
 60043.164   20.68  20.536  20.392  4735.89     3631.0  g-FLWO 
 60043.264  19.912  19.809  19.713  7645.77     3631.0       i 
 60043.264  19.986  19.902  19.815  6629.82     3631.0  orange 
 60043.264   20.01  19.939  19.863  6366.38     3631.0   r-P48 
 60043.264  20.061  19.981  19.911  6198.96     3631.0  r-FLWO 
 60043.264  20.363  20.264  20.167  5182.42     3631.0    cyan 
 60043.264  20.644  20.504  20.371  4746.48     3631.0   g-P48 
 60043.264  20.683  20.538  20.395  4735.89     3631.0  g-FLWO 
 60044.294  19.931  19.828  19.729  7645.77     3631.0       i 
 60044.294  20.007  19.923  19.834  6629.82     3631.0  orange 
 60044.294  20.032  19.958   19.88  6366.38     3631.0   r-P48 
 60044.294  20.082  20.002  19.932  6198.96     3631.0  r-FLWO 
 60044.294  20.388  20.285  20.187  5182.42     3631.0    cyan 
 60044.294  20.672  20.532  20.388  4746.48     3631.0   g-P48 
 60044.294  20.713  20.566  20.417  4735.89     3631.0  g-FLWO 
 60044.799  19.941  19.837  19.736  7645.77     3631.0       i 
 60044.799  20.018  19.932  19.842  6629.82     3631.0  orange 
 60044.799  20.043  19.967  19.887  6366.38     3631.0   r-P48 
 60044.799  20.094  20.011  19.942  6198.96     3631.0  r-FLWO 
 60044.799  20.401  20.295  20.196  5182.42     3631.0    cyan 
 60044.799  20.687  20.544  20.396  4746.48     3631.0   g-P48 
 60044.799  20.729  20.578  20.425  4735.89     3631.0  g-FLWO 
 60045.162  19.947  19.844  19.741  7645.77     3631.0       i 
 60045.162  20.025  19.939  19.849  6629.82     3631.0  orange 
 60045.162   20.05  19.973  19.893  6366.38     3631.0   r-P48 
 60045.162  20.102  20.019  19.949  6198.96     3631.0  r-FLWO 
 60045.162   20.41  20.303  20.203  5182.42     3631.0    cyan 
 60045.162    20.7  20.553  20.403  4746.48     3631.0   g-P48 
 60045.162  20.741  20.586  20.432  4735.89     3631.0  g-FLWO 
 60045.244  19.949  19.846  19.742  7645.77     3631.0       i 
 60045.244  20.027   19.94   19.85  6629.82     3631.0  orange 
 60045.244  20.052  19.974  19.894  6366.38     3631.0   r-P48 
 60045.244  20.104  20.021   19.95  6198.96     3631.0  r-FLWO 
 60045.244  20.412  20.304  20.204  5182.42     3631.0    cyan 
 60045.244  20.702  20.555  20.404  4746.48     3631.0   g-P48 
 60045.244  20.744  20.588  20.433  4735.89     3631.0  g-FLWO 
 60046.249  19.966  19.864  19.757  7645.77     3631.0       i 
 60046.249  20.048  19.958  19.867  6629.82     3631.0  orange 
 60046.249  20.075  19.994   19.91  6366.38     3631.0   r-P48 
 60046.249  20.126  20.041  19.969  6198.96     3631.0  r-FLWO 
 60046.249  20.434  20.325  20.224  5182.42     3631.0    cyan 
 60046.249  20.734  20.577  20.424  4746.48     3631.0   g-P48 
 60046.249  20.773  20.612   20.45  4735.89     3631.0  g-FLWO 
 60048.247  20.003  19.896  19.785  7645.77     3631.0       i 
 60048.247  20.089  19.993  19.897  6629.82     3631.0  orange 
 60048.247  20.117  20.028  19.946  6366.38     3631.0   r-P48 
 60048.247  20.164  20.079  20.001  6198.96     3631.0  r-FLWO 
 60048.247  20.477  20.365  20.258  5182.42     3631.0    cyan 
 60048.247  20.779   20.62  20.456  4746.48     3631.0   g-P48 
 60048.247  20.822  20.654  20.485  4735.89     3631.0  g-FLWO 
 60048.503  20.007    19.9  19.788  7645.77     3631.0       i 
 60048.503  20.094  19.997    19.9  6629.82     3631.0  orange 
 60048.503  20.122  20.032   19.95  6366.38     3631.0   r-P48 
 60048.503  20.169  20.084  20.006  6198.96     3631.0  r-FLWO 
 60048.503  20.483  20.371  20.262  5182.42     3631.0    cyan 
 60048.503  20.786  20.625  20.461  4746.48     3631.0   g-P48 
 60048.503   20.83  20.658  20.489  4735.89     3631.0  g-FLWO 
 60049.163  20.019  19.912  19.798  7645.77     3631.0       i 
 60049.163  20.107  20.011  19.909  6629.82     3631.0  orange 
 60049.163  20.135  20.043  19.961  6366.38     3631.0   r-P48 
 60049.163  20.182  20.097  20.017  6198.96     3631.0  r-FLWO 
 60049.163  20.497  20.383  20.273  5182.42     3631.0    cyan 
 60049.163  20.805   20.64  20.471  4746.48     3631.0   g-P48 
 60049.163  20.849  20.673  20.499  4735.89     3631.0  g-FLWO 
 60049.199   20.02  19.913  19.799  7645.77     3631.0       i 
 60049.199  20.108  20.011   19.91  6629.82     3631.0  orange 
 60049.199  20.135  20.044  19.961  6366.38     3631.0   r-P48 
 60049.199  20.183  20.098  20.018  6198.96     3631.0  r-FLWO 
 60049.199  20.498  20.384  20.273  5182.42     3631.0    cyan 
 60049.199  20.806   20.64  20.472  4746.48     3631.0   g-P48 
 60049.199   20.85  20.674  20.499  4735.89     3631.0  g-FLWO 
 60050.273  20.039  19.932  19.816  7645.77     3631.0       i 
 60050.273   20.13   20.03  19.925  6629.82     3631.0  orange 
 60050.273  20.156  20.065   19.98  6366.38     3631.0   r-P48 
 60050.273  20.205  20.118  20.035  6198.96     3631.0  r-FLWO 
 60050.273  20.527  20.407  20.293  5182.42     3631.0    cyan 
 60050.273  20.838  20.661   20.49  4746.48     3631.0   g-P48 
 60050.273  20.881  20.693  20.515  4735.89     3631.0  g-FLWO 
 60052.206  20.074  19.966  19.844  7645.77     3631.0       i 
 60052.206  20.165  20.062  19.954  6629.82     3631.0  orange 
 60052.206  20.193  20.097  20.009  6366.38     3631.0   r-P48 
 60052.206  20.241  20.152  20.064  6198.96     3631.0  r-FLWO 
 60052.206  20.573  20.444  20.324  5182.42     3631.0    cyan 
 60052.206  20.896  20.696  20.523  4746.48     3631.0   g-P48 
 60052.206   20.94  20.734  20.546  4735.89     3631.0  g-FLWO 
 60052.245  20.074  19.966  19.844  7645.77     3631.0       i 
 60052.245  20.166  20.063  19.955  6629.82     3631.0  orange 
 60052.245  20.193  20.098   20.01  6366.38     3631.0   r-P48 
 60052.245  20.242  20.153  20.064  6198.96     3631.0  r-FLWO 
 60052.245  20.574  20.444  20.324  5182.42     3631.0    cyan 
 60052.245  20.897  20.696  20.523  4746.48     3631.0   g-P48 
 60052.245  20.941  20.735  20.547  4735.89     3631.0  g-FLWO 
 60055.909   20.14  20.029  19.895  7645.77     3631.0       i 
 60055.909   20.23  20.124  20.008  6629.82     3631.0  orange 
 60055.909  20.265  20.164  20.066  6366.38     3631.0   r-P48 
 60055.909  20.317  20.224  20.121  6198.96     3631.0  r-FLWO 
 60055.909   20.67  20.516  20.381  5182.42     3631.0    cyan 
 60055.909  21.003  20.767  20.585  4746.48     3631.0   g-P48 
 60055.909  21.048  20.805  20.606  4735.89     3631.0  g-FLWO 
  60056.25  20.147  20.034    19.9  7645.77     3631.0       i 
  60056.25  20.237  20.129  20.015  6629.82     3631.0  orange 
  60056.25  20.273   20.17   20.07  6366.38     3631.0   r-P48 
  60056.25  20.323  20.231  20.126  6198.96     3631.0  r-FLWO 
  60056.25  20.679  20.523  20.386  5182.42     3631.0    cyan 
  60056.25  21.013  20.773   20.59  4746.48     3631.0   g-P48 
  60056.25  21.058  20.813  20.611  4735.89     3631.0  g-FLWO 
 60059.613  20.213  20.091  19.944  7645.77     3631.0       i 
 60059.613  20.296  20.185  20.067  6629.82     3631.0  orange 
 60059.613  20.338  20.229  20.124  6366.38     3631.0   r-P48 
 60059.613   20.39  20.287  20.176  6198.96     3631.0  r-FLWO 
 60059.613   20.76  20.589  20.442  5182.42     3631.0    cyan 
 60059.613  21.101  20.842  20.645  4746.48     3631.0   g-P48 
 60059.613  21.149  20.874  20.669  4735.89     3631.0  g-FLWO 
 60063.316  20.282  20.144  19.987  7645.77     3631.0       i 
 60063.316  20.362  20.244  20.126  6629.82     3631.0  orange 
 60063.316  20.406  20.292  20.179  6366.38     3631.0   r-P48 
 60063.316  20.461  20.347  20.229  6198.96     3631.0  r-FLWO 
 60063.316  20.846  20.649  20.501  5182.42     3631.0    cyan 
 60063.316  21.202  20.906  20.707  4746.48     3631.0   g-P48 
 60063.316  21.254  20.945  20.732  4735.89     3631.0  g-FLWO 
 60067.019  20.346  20.199   20.04  7645.77     3631.0       i 
 60067.019  20.424  20.301  20.182  6629.82     3631.0  orange 
 60067.019  20.475  20.355  20.232  6366.38     3631.0   r-P48 
 60067.019  20.531  20.411  20.281  6198.96     3631.0  r-FLWO 
 60067.019  20.924  20.713   20.55  5182.42     3631.0    cyan 
 60067.019  21.306   20.97  20.767  4746.48     3631.0   g-P48 
 60067.019  21.361  21.012  20.791  4735.89     3631.0  g-FLWO 
 60070.723   20.41  20.252  20.092  7645.77     3631.0       i 
 60070.723   20.49  20.354  20.231  6629.82     3631.0  orange 
 60070.723  20.538  20.419  20.279  6366.38     3631.0   r-P48 
 60070.723  20.598  20.468  20.334  6198.96     3631.0  r-FLWO 
 60070.723  21.007  20.778  20.599  5182.42     3631.0    cyan 
 60070.723  21.406  21.027  20.825  4746.48     3631.0   g-P48 
 60070.723  21.458  21.066  20.845  4735.89     3631.0  g-FLWO 
 60074.426  20.471    20.3  20.146  7645.77     3631.0       i 
 60074.426  20.549  20.412  20.279  6629.82     3631.0  orange 
 60074.426  20.606  20.476  20.325  6366.38     3631.0   r-P48 
 60074.426  20.664  20.536  20.388  6198.96     3631.0  r-FLWO 
 60074.426  21.084  20.839  20.642  5182.42     3631.0    cyan 
 60074.426  21.508   21.09  20.875  4746.48     3631.0   g-P48 
 60074.426  21.561  21.128  20.897  4735.89     3631.0  g-FLWO 
 60078.129  20.528  20.347  20.193  7645.77     3631.0       i 
 60078.129  20.612  20.467  20.328  6629.82     3631.0  orange 
 60078.129  20.668  20.533  20.373  6366.38     3631.0   r-P48 
 60078.129  20.732  20.594  20.435  6198.96     3631.0  r-FLWO 
 60078.129  21.163  20.896  20.686  5182.42     3631.0    cyan 
 60078.129  21.608  21.147  20.923  4746.48     3631.0   g-P48 
 60078.129  21.663   21.19  20.947  4735.89     3631.0  g-FLWO 
 60081.833  20.587  20.395  20.241  7645.77     3631.0       i 
 60081.833  20.671  20.524  20.368  6629.82     3631.0  orange 
 60081.833  20.733  20.593  20.424  6366.38     3631.0   r-P48 
 60081.833  20.802  20.655   20.48  6198.96     3631.0  r-FLWO 
 60081.833  21.248  20.959  20.733  5182.42     3631.0    cyan 
 60081.833  21.704  21.199  20.969  4746.48     3631.0   g-P48 
 60081.833  21.764  21.242  20.994  4735.89     3631.0  g-FLWO 
 60082.254  20.593  20.401  20.246  7645.77     3631.0       i 
 60082.254  20.678   20.53  20.373  6629.82     3631.0  orange 
 60082.254  20.739  20.598  20.429  6366.38     3631.0   r-P48 
 60082.254  20.808  20.661  20.485  6198.96     3631.0  r-FLWO 
 60082.254  21.258  20.965  20.738  5182.42     3631.0    cyan 
 60082.254  21.716  21.205  20.974  4746.48     3631.0   g-P48 
 60082.254  21.776  21.248  20.999  4735.89     3631.0  g-FLWO 
 60085.536  20.643  20.455  20.294  7645.77     3631.0       i 
 60085.536  20.726  20.575  20.408  6629.82     3631.0  orange 
 60085.536  20.793  20.641  20.473  6366.38     3631.0   r-P48 
 60085.536  20.862  20.707  20.524  6198.96     3631.0  r-FLWO 
 60085.536   21.33  21.011   20.78  5182.42     3631.0    cyan 
 60085.536  21.807  21.251  21.013  4746.48     3631.0   g-P48 
 60085.536  21.867  21.289  21.038  4735.89     3631.0  g-FLWO 
 60089.239  20.699  20.501  20.345  7645.77     3631.0       i 
 60089.239  20.789   20.62   20.45  6629.82     3631.0  orange 
 60089.239  20.859  20.692  20.519  6366.38     3631.0   r-P48 
 60089.239  20.932  20.762  20.568  6198.96     3631.0  r-FLWO 
 60089.239  21.414  21.063  20.825  5182.42     3631.0    cyan 
 60089.239  21.905  21.303  21.057  4746.48     3631.0   g-P48 
 60089.239  21.968   21.34  21.082  4735.89     3631.0  g-FLWO 
 60092.943  20.758  20.544   20.39  7645.77     3631.0       i 
 60092.943  20.853  20.672  20.496  6629.82     3631.0  orange 
 60092.943  20.921  20.744  20.561  6366.38     3631.0   r-P48 
 60092.943  21.003  20.813  20.611  6198.96     3631.0  r-FLWO 
 60092.943  21.499  21.113  20.869  5182.42     3631.0    cyan 
 60092.943  21.978  21.363  21.099  4746.48     3631.0   g-P48 
 60092.943  22.042  21.396  21.124  4735.89     3631.0  g-FLWO 
 60096.646  20.809  20.592   20.43  7645.77     3631.0       i 
 60096.646  20.908  20.733  20.542  6629.82     3631.0  orange 
 60096.646   20.98  20.791  20.603  6366.38     3631.0   r-P48 
 60096.646  21.057  20.858  20.653  6198.96     3631.0  r-FLWO 
 60096.646  21.584  21.159  20.912  5182.42     3631.0    cyan 
 60096.646  22.062  21.419  21.141  4746.48     3631.0   g-P48 
 60096.646  22.128  21.455  21.166  4735.89     3631.0  g-FLWO 
 60100.349  20.857   20.64  20.473  7645.77     3631.0       i 
 60100.349  20.967  20.784  20.586  6629.82     3631.0  orange 
 60100.349  21.047  20.846  20.643  6366.38     3631.0   r-P48 
 60100.349  21.115  20.903  20.694  6198.96     3631.0  r-FLWO 
 60100.349  21.629  21.202  20.954  5182.42     3631.0    cyan 
 60100.349  22.155  21.467  21.181  4746.48     3631.0   g-P48 
 60100.349  22.226  21.506  21.206  4735.89     3631.0  g-FLWO 
 60104.053  20.914  20.693  20.519  7645.77     3631.0       i 
 60104.053  21.021  20.829  20.628  6629.82     3631.0  orange 
 60104.053  21.096  20.893  20.683  6366.38     3631.0   r-P48 
 60104.053  21.188  20.956  20.735  6198.96     3631.0  r-FLWO 
 60104.053  21.712  21.244  20.997  5182.42     3631.0    cyan 
 60104.053  22.247  21.513   21.22  4746.48     3631.0   g-P48 
 60104.053   22.32  21.553  21.246  4735.89     3631.0  g-FLWO 
 60107.756  20.971   20.74  20.558  7645.77     3631.0       i 
 60107.756  21.077  20.876  20.669  6629.82     3631.0  orange 
 60107.756  21.141  20.942  20.722  6366.38     3631.0   r-P48 
 60107.756  21.247  21.003  20.772  6198.96     3631.0  r-FLWO 
 60107.756  21.794  21.294  21.038  5182.42     3631.0    cyan 
 60107.756   22.35  21.555  21.258  4746.48     3631.0   g-P48 
 60107.756  22.418  21.598  21.286  4735.89     3631.0  g-FLWO 
 60111.459   21.03  20.786  20.595  7645.77     3631.0       i 
 60111.459  21.137  20.921  20.707  6629.82     3631.0  orange 
 60111.459  21.197  20.998   20.76  6366.38     3631.0   r-P48 
 60111.459  21.323  21.053  20.809  6198.96     3631.0  r-FLWO 
 60111.459   21.88  21.349  21.076  5182.42     3631.0    cyan 
 60111.459  22.435  21.598  21.297  4746.48     3631.0   g-P48 
 60111.459  22.512  21.639  21.326  4735.89     3631.0  g-FLWO 
 60115.162  21.073  20.834  20.636  7645.77     3631.0       i 
 60115.162  21.186   20.96  20.745  6629.82     3631.0  orange 
 60115.162   21.26  21.042  20.799  6366.38     3631.0   r-P48 
 60115.162   21.38  21.101  20.846  6198.96     3631.0  r-FLWO 
 60115.162  21.929  21.399  21.114  5182.42     3631.0    cyan 
 60115.162    22.5  21.642  21.336  4746.48     3631.0   g-P48 
 60115.162  22.575  21.677  21.365  4735.89     3631.0  g-FLWO 
 60118.866  21.125  20.873  20.672  7645.77     3631.0       i 
 60118.866  21.241  21.008  20.782  6629.82     3631.0  orange 
 60118.866  21.335  21.089  20.839  6366.38     3631.0   r-P48 
 60118.866  21.446  21.141  20.884  6198.96     3631.0  r-FLWO 
 60118.866  21.989  21.445   21.15  5182.42     3631.0    cyan 
 60118.866  22.538  21.689  21.372  4746.48     3631.0   g-P48 
 60118.866  22.613  21.721  21.404  4735.89     3631.0  g-FLWO 
 60122.569   21.17   20.91  20.707  7645.77     3631.0       i 
 60122.569   21.29  21.051  20.819  6629.82     3631.0  orange 
 60122.569  21.409  21.132  20.876  6366.38     3631.0   r-P48 
 60122.569  21.502  21.185  20.922  6198.96     3631.0  r-FLWO 
 60122.569  22.044  21.495  21.186  5182.42     3631.0    cyan 
 60122.569  22.581  21.733  21.408  4746.48     3631.0   g-P48 
 60122.569   22.65  21.759  21.441  4735.89     3631.0  g-FLWO 
 60126.272   21.21  20.948  20.741  7645.77     3631.0       i 
 60126.272  21.341  21.097  20.854  6629.82     3631.0  orange 
 60126.272   21.47  21.171  20.911  6366.38     3631.0   r-P48 
 60126.272   21.57  21.229   20.96  6198.96     3631.0  r-FLWO 
 60126.272   22.09  21.548  21.221  5182.42     3631.0    cyan 
 60126.272  22.624  21.776  21.444  4746.48     3631.0   g-P48 
 60126.272  22.696  21.804  21.477  4735.89     3631.0  g-FLWO 
 60129.976  21.259  20.991  20.779  7645.77     3631.0       i 
 60129.976    21.4  21.137   20.89  6629.82     3631.0  orange 
 60129.976  21.516  21.213  20.946  6366.38     3631.0   r-P48 
 60129.976  21.635  21.267  20.999  6198.96     3631.0  r-FLWO 
 60129.976  22.126   21.59  21.256  5182.42     3631.0    cyan 
 60129.976  22.703  21.822  21.479  4746.48     3631.0   g-P48 
 60129.976  22.786  21.853  21.513  4735.89     3631.0  g-FLWO 
 60133.679  21.311  21.033  20.813  7645.77     3631.0       i 
 60133.679   21.46  21.181  20.924  6629.82     3631.0  orange 
 60133.679  21.557  21.254   20.98  6366.38     3631.0   r-P48 
 60133.679  21.688  21.304  21.043  6198.96     3631.0  r-FLWO 
 60133.679  22.187  21.637  21.291  5182.42     3631.0    cyan 
 60133.679  22.803  21.865  21.514  4746.48     3631.0   g-P48 
 60133.679  22.876  21.896  21.549  4735.89     3631.0  g-FLWO 
 60137.382  21.362  21.072  20.847  7645.77     3631.0       i 
 60137.382  21.509  21.228  20.959  6629.82     3631.0  orange 
 60137.382  21.607  21.295  21.014  6366.38     3631.0   r-P48 
 60137.382  21.727   21.34  21.079  6198.96     3631.0  r-FLWO 
 60137.382  22.253  21.682  21.325  5182.42     3631.0    cyan 
 60137.382  22.857  21.915  21.548  4746.48     3631.0   g-P48 
 60137.382  22.929  21.941  21.584  4735.89     3631.0  g-FLWO 
 60141.086  21.413  21.113  20.883  7645.77     3631.0       i 
 60141.086  21.554  21.268  20.993  6629.82     3631.0  orange 
 60141.086  21.657  21.334  21.047  6366.38     3631.0   r-P48 
 60141.086  21.774  21.384  21.112  6198.96     3631.0  r-FLWO 
 60141.086  22.332  21.721  21.359  5182.42     3631.0    cyan 
 60141.086  22.898  21.966  21.582  4746.48     3631.0   g-P48 
 60141.086  22.974  21.992  21.617  4735.89     3631.0  g-FLWO 
 60144.789  21.463  21.146  20.922  7645.77     3631.0       i 
 60144.789  21.606  21.303  21.029  6629.82     3631.0  orange 
 60144.789  21.711  21.376  21.083  6366.38     3631.0   r-P48 
 60144.789   21.83  21.429  21.145  6198.96     3631.0  r-FLWO 
 60144.789  22.421  21.765  21.393  5182.42     3631.0    cyan 
 60144.789  22.938  22.017  21.614  4746.48     3631.0   g-P48 
 60144.789  23.014  22.043   21.65  4735.89     3631.0  g-FLWO 
 60148.492  21.509   21.18  20.955  7645.77     3631.0       i 
 60148.492  21.657  21.338  21.068  6629.82     3631.0  orange 
 60148.492  21.766  21.412  21.122  6366.38     3631.0   r-P48 
 60148.492  21.885  21.474  21.177  6198.96     3631.0  r-FLWO 
 60148.492  22.489  21.815  21.425  5182.42     3631.0    cyan 
 60148.492  22.978  22.063  21.645  4746.48     3631.0   g-P48 
 60148.492  23.054   22.09  21.682  4735.89     3631.0  g-FLWO 
 60152.196  21.551  21.222  20.987  7645.77     3631.0       i 
 60152.196  21.708  21.373  21.106  6629.82     3631.0  orange 
 60152.196  21.807  21.448   21.16  6366.38     3631.0   r-P48 
 60152.196  21.939  21.518  21.214  6198.96     3631.0  r-FLWO 
 60152.196  22.523  21.858  21.457  5182.42     3631.0    cyan 
 60152.196  23.017  22.106  21.677  4746.48     3631.0   g-P48 
 60152.196  23.093  22.132  21.714  4735.89     3631.0  g-FLWO 
 60155.899  21.591  21.268  21.019  7645.77     3631.0       i 
 60155.899  21.759  21.409  21.142  6629.82     3631.0  orange 
 60155.899  21.852  21.486  21.194  6366.38     3631.0   r-P48 
 60155.899  21.985  21.556  21.248  6198.96     3631.0  r-FLWO 
 60155.899  22.555  21.899   21.49  5182.42     3631.0    cyan 
 60155.899  23.056  22.149  21.708  4746.48     3631.0   g-P48 
 60155.899  23.132  22.177  21.745  4735.89     3631.0  g-FLWO 
 60159.602   21.63  21.305   21.05  7645.77     3631.0       i 
 60159.602   21.81  21.448  21.172  6629.82     3631.0  orange 
 60159.602  21.901  21.523  21.225  6366.38     3631.0   r-P48 
 60159.602  22.041  21.593  21.279  6198.96     3631.0  r-FLWO 
 60159.602  22.587  21.939  21.527  5182.42     3631.0    cyan 
 60159.602  23.094  22.188  21.738  4746.48     3631.0   g-P48 
 60159.602   23.17   22.22  21.776  4735.89     3631.0  g-FLWO 
 60163.306  21.687  21.345   21.08  7645.77     3631.0       i 
 60163.306  21.866   21.48  21.203  6629.82     3631.0  orange 
 60163.306  21.958  21.559  21.256  6366.38     3631.0   r-P48 
 60163.306  22.097   21.63   21.31  6198.96     3631.0  r-FLWO 
 60163.306  22.618  21.971  21.559  5182.42     3631.0    cyan 
 60163.306  23.132  22.225  21.769  4746.48     3631.0   g-P48 
 60163.306  23.208  22.263  21.806  4735.89     3631.0  g-FLWO 
 60167.009  21.737  21.384   21.11  7645.77     3631.0       i 
 60167.009  21.909  21.512  21.232  6629.82     3631.0  orange 
 60167.009  22.016  21.595  21.286  6366.38     3631.0   r-P48 
 60167.009  22.148  21.669   21.34  6198.96     3631.0  r-FLWO 
 60167.009  22.648  22.003  21.591  5182.42     3631.0    cyan 
 60167.009   23.17  22.259  21.799  4746.48     3631.0   g-P48 
 60167.009  23.246  22.298  21.836  4735.89     3631.0  g-FLWO 
 60170.712  21.787  21.417  21.139  7645.77     3631.0       i 
 60170.712  21.959  21.548  21.262  6629.82     3631.0  orange 
 60170.712   22.07  21.629  21.316  6366.38     3631.0   r-P48 
 60170.712  22.196  21.705  21.369  6198.96     3631.0  r-FLWO 
 60170.712  22.688  22.035  21.623  5182.42     3631.0    cyan 
 60170.712  23.207  22.302  21.831  4746.48     3631.0   g-P48 
 60170.712  23.283  22.332  21.865  4735.89     3631.0  g-FLWO 
 60174.415  21.836   21.45  21.169  7645.77     3631.0       i 
 60174.415  22.007  21.585  21.291  6629.82     3631.0  orange 
 60174.415  22.127  21.665  21.346  6366.38     3631.0   r-P48 
 60174.415  22.242  21.736  21.399  6198.96     3631.0  r-FLWO 
 60174.415  22.725  22.067  21.655  5182.42     3631.0    cyan 
 60174.415  23.238  22.342  21.862  4746.48     3631.0   g-P48 
 60174.415   23.32  22.372  21.895  4735.89     3631.0  g-FLWO 
 60178.119  21.882  21.485  21.198  7645.77     3631.0       i 
 60178.119  22.054  21.617   21.32  6629.82     3631.0  orange 
 60178.119  22.171  21.699  21.375  6366.38     3631.0   r-P48 
 60178.119  22.288  21.772  21.428  6198.96     3631.0  r-FLWO 
 60178.119  22.756  22.098  21.686  5182.42     3631.0    cyan 
 60178.119  23.268  22.376  21.893  4746.48     3631.0   g-P48 
 60178.119   23.35  22.413  21.925  4735.89     3631.0  g-FLWO 
 60181.822  21.922   21.52  21.226  7645.77     3631.0       i 
 60181.822  22.103  21.649  21.349  6629.82     3631.0  orange 
 60181.822  22.213   21.73  21.404  6366.38     3631.0   r-P48 
 60181.822  22.333  21.805  21.457  6198.96     3631.0  r-FLWO 
 60181.822  22.787  22.132  21.718  5182.42     3631.0    cyan 
 60181.822  23.297  22.409  21.922  4746.48     3631.0   g-P48 
 60181.822   23.38  22.446  21.955  4735.89     3631.0  g-FLWO 
 60185.525  21.962  21.552  21.254  7645.77     3631.0       i 
 60185.525  22.161  21.684  21.378  6629.82     3631.0  orange 
 60185.525  22.255  21.761  21.432  6366.38     3631.0   r-P48 
 60185.525  22.377  21.836  21.485  6198.96     3631.0  r-FLWO 
 60185.525  22.819  22.168   21.75  5182.42     3631.0    cyan 
 60185.525  23.327  22.439  21.951  4746.48     3631.0   g-P48 
 60185.525   23.41   22.48  21.985  4735.89     3631.0  g-FLWO 
 60189.229  22.004  21.583  21.282  7645.77     3631.0       i 
 60189.229  22.211  21.718  21.407  6629.82     3631.0  orange 
 60189.229  22.295  21.791  21.459  6366.38     3631.0   r-P48 
 60189.229  22.421  21.866  21.514  6198.96     3631.0  r-FLWO 
 60189.229  22.863  22.204  21.782  5182.42     3631.0    cyan 
 60189.229  23.356  22.468  21.979  4746.48     3631.0   g-P48 
 60189.229  23.439  22.511  22.015  4735.89     3631.0  g-FLWO 
 60192.932  22.049  21.618   21.31  7645.77     3631.0       i 
 60192.932  22.255   21.75  21.438  6629.82     3631.0  orange 
 60192.932  22.335  21.822  21.487  6366.38     3631.0   r-P48 
 60192.932  22.459    21.9  21.542  6198.96     3631.0  r-FLWO 
 60192.932  22.906  22.239  21.813  5182.42     3631.0    cyan 
 60192.932  23.385  22.498  22.007  4746.48     3631.0   g-P48 
 60192.932  23.468  22.541  22.045  4735.89     3631.0  g-FLWO 
 60196.635  22.093  21.653  21.337  7645.77     3631.0       i 
 60196.635  22.295  21.784  21.469  6629.82     3631.0  orange 
 60196.635  22.377  21.853  21.514  6366.38     3631.0   r-P48 
 60196.635  22.496  21.932  21.569  6198.96     3631.0  r-FLWO 
 60196.635  22.947  22.269  21.846  5182.42     3631.0    cyan 
 60196.635  23.413  22.527  22.036  4746.48     3631.0   g-P48 
