 texplosion  fnickel    Pspin  log(Bfield)      Mns  thetaPB   mejecta    kappa  kappagamma     vejecta  temperature    alpha  cutoff_wavelength  log(nhhost)      A_V         MJD0   kenergy  mnickel            TSD   log(L0)  Peak_mag     Peak_MJD  log(E_rad)  log(Peak_lum)  Rise_Time    E_fold  tau_1  delta_m15     r_peak     frac 
   -11.9004  0.01018  1.85375      14.3332  1.61288  0.28753  13.79078  0.03938     0.32438  5216.22093   9118.80679  0.48698           5119.989      16.3835    1e-05  59897.54822   2.23835  0.14043   110946.10349  46.89523  18.64549  59959.62326      51.468       44.67767   32.49523  43.39821   69.0    0.13112  -21.67143  0.99715 
   -6.52826  0.16828   1.2125     14.43823  2.01839  0.57036  37.42563  0.01345     0.17389  3499.71374   5555.26778  0.96624         5847.61567     18.32441  0.00117  59902.92036    2.7344   6.2978    36621.16994  47.84275  18.60117  59963.45817    51.34902       44.55169   24.85208  54.97107   79.5    0.12672  -21.73208  0.96442 
    -9.1385  0.00405  1.90143     14.02499   1.9163  1.51652   26.2132  0.03331     0.01903  4961.52336   7043.24971  0.86283         4669.39332     17.94347  0.00049  59900.31012   3.84926  0.10617   573413.14503  46.23468  18.66186  59959.62326    51.51034       44.70776   31.82536   43.5726   60.0    0.12382  -21.65569  0.99826 
  -11.22277  0.00754  1.78134     14.08308  1.69136  0.59233  27.82608  0.02283     0.15027  5339.15759   3578.15998  0.56072         5595.05262     20.30946  0.11329  59898.22586   4.73178  0.20985    339928.4578   46.4642  18.72027  59959.62326    51.54102       44.75408   26.03893  49.18464   70.5    0.14001  -21.82634  0.99635 
  -12.05877   0.0033  2.29355     14.27138  1.76072  0.39333  11.23962  0.06931     0.48294   6739.6025    8952.2729  0.36152          5881.0186      16.2683    1e-05  59897.38986   3.04542  0.03706   246462.86725  46.40177  18.62459  59959.35503    51.45291       44.67473   26.49613  42.16498   57.0    0.14297  -21.76426  0.99899 
   -9.63631  0.30682   1.8991     14.00888  1.80177  1.07637  11.55762  0.08122     0.02914  6152.92494   6712.78592  0.96968         3887.13618     20.50737  0.17869  59899.81232   2.61011  3.54612   579225.66565   46.2046  18.66537  59959.35503    51.51497       44.73662   26.53446  45.01987   69.5    0.12305  -21.84935  0.94007 
  -12.40933  0.00328  2.50606     13.99296   2.0415  0.99282  10.08049  0.05727     0.02656  5572.74007   6614.42813  0.72505         4543.96225     20.18523  0.08511  59897.03929   1.86744  0.03305   1229788.3133  45.69098  18.66553  59959.62326    51.57865       44.83133   25.84232  44.46877   76.5     0.1333  -21.75909  0.99913 
  -10.48921  0.00218  1.29523     13.93535  1.60651  1.01702  34.63294  0.02454     0.02258   5541.3657   8687.15599  0.50239         4724.79685     20.12824  0.07464  59898.95941   6.34381  0.07536   337043.83572  46.72235  18.65414  59959.35503    51.49784       44.73787   29.50345  40.60357   56.5    0.13033  -21.76349  0.99925 
  -12.03683  0.06812  2.19564     13.96791  1.92292  1.55661  12.68731  0.05781     0.07194  4944.53815   4915.88143  0.77902         5689.47976     18.45904   0.0016  59897.41179   1.85033  0.86432   997880.31517  45.87061  18.62353  59963.32658     51.4343       44.64741   29.56264  46.29143   66.5    0.13033  -21.77997  0.98146 
  -13.87605  0.06131  1.23386     13.87724  1.83922  1.24826  23.48651  0.03642      0.0756  5873.49771   7102.36236  0.38481         5532.52129     20.76273  0.32171  59895.57258   4.83325  1.44003   457623.60733  46.69044  18.64589  59963.45817    51.47227       44.66049   27.98037   50.8063   72.0    0.12438  -22.01328  0.98956 
   -9.22463  0.01122  1.07039     13.89059  1.56914  1.05442  29.41515  0.01858     0.01049  4217.49078   6497.15943  0.64579         5945.69354     20.34239  0.12221    59900.224   3.12109     0.33   276296.77654  46.96404  18.61229  59959.62326    51.44322       44.66089   31.82536   43.5726   63.5    0.13632  -21.84625  0.99771 
   -8.65258  0.15316   1.5541     14.09401  1.61269  0.57875  16.57902  0.03464     0.08494  5171.45929   8719.29954  0.70779         4368.86856     20.46165  0.16083  59900.79605   2.64492  2.53927   234585.55584  46.72314  18.64397  59959.62326    51.46209       44.68395   31.37691  46.29143   71.0    0.13765   -21.7942  0.96516 
   -14.9685  0.00447  1.85108     14.25084  1.73042  0.43755  13.16384  0.08071     0.04322  7174.07726   7895.05886  0.03926         5910.62459     18.51687  0.00183  59894.48012   4.04149  0.05887   173433.44923  46.73301  18.67348  59959.62326    51.47366        44.6643   31.75893  43.63902   58.0    0.13621  -21.65508  0.99893 
   -9.91455  0.34575  1.64636     14.39169  1.66156  0.44841  19.06933  0.04203     0.19176  5855.10476   7904.15028  0.56309         4764.43706     16.30769    1e-05  59899.53408   3.89971  6.59322    68866.40384  47.21831  18.66051  59959.62326    51.43195       44.64818   25.00944  47.95141   77.5    0.12642  -21.63211  0.90937 
  -14.36585  0.02101  2.23389     13.93302  1.69094  0.98011  16.54501  0.06351     0.01765  5829.73068   6624.76777   0.9684         3890.79019     17.45735  0.00016  59895.08278   3.35422  0.34758  1066640.17562  45.77083  18.68077  59959.35503    51.35926        44.5373   34.20864  52.07786   67.5    0.11046  -21.66085  0.99051 
    -7.9811  0.00175  2.21163     13.92675  1.77008   1.4435  32.97111  0.01815     0.01545  3996.84849   5758.05712  1.31395          4375.5867     18.18868  0.00086  59901.46752   3.14193  0.05763  1126507.73177  45.77568  18.60323  59963.32658    51.53094       44.76473   27.98037  45.01987   66.0    0.13091  -21.62997  0.99855 
  -12.70609  0.00274  2.22936     13.86808  1.75397  1.53341  11.06804  0.09807     0.13164  7662.51571   8064.39725  0.36982         3549.71391     16.43567    2e-05  59896.74253   3.87651   0.0303  1486058.35046  45.64447  18.62733  59963.32658    51.41815       44.57712    36.9472  46.29143   57.0    0.13384  -21.73815  0.99921 
  -10.38599  0.00594  2.14053     14.30238   1.6976  0.42702  11.27909  0.08375     0.01111  4891.67877   9950.12615  1.36595         4369.64074     16.62538    2e-05  59899.06263   1.60997  0.06701   179442.11141  46.58371  18.63757  59963.45817    51.50233       44.72761   31.31543  46.29143   53.5    0.11515    -21.706  0.99832 
    -8.7744  0.01185  2.02433     14.43407   2.1948  0.39722  29.06202  0.01349     0.11811  4000.19656   7453.14232  0.75882         5697.45346     19.72327  0.02938  59900.67423   2.77406  0.34451    113142.7555  46.94405  18.61509  59959.62326    51.54226       44.75612   31.37691   43.5726   74.0    0.14761  -21.75006  0.99479 
  -12.49174  0.01143  1.95226     13.79998  1.62426  1.42587  10.82359  0.07134     0.04514   7654.3409   6566.83912  0.07259         5276.55476      19.5133  0.01811  59896.95688   3.78281  0.12374  1444046.30728  45.73884  18.68415  59963.32658    51.51887       44.74819    28.1706  43.71131   67.0    0.15162  -21.74183  0.99724 
  -10.52553  0.01018  1.21834     13.88541  1.61587  1.56395  29.06892  0.02276     0.20089  4661.35127   8898.77808  0.52445         5463.13132     18.84746  0.00391  59898.92309   3.76773  0.29603   377526.45969  46.72876   18.6814  59963.45817    51.46407       44.69135   31.82536  46.29143   58.0    0.13126  -21.68067  0.99745 
   -6.99914  0.04172  1.06041     14.10864  1.62685  0.77973  23.02946  0.04388     0.21176  4223.06464   8682.45854  1.27647         4299.40645     20.43368   0.1508  59902.44949      2.45  0.96076   102996.35991  47.41642  18.67227  59959.62326    51.44701       44.66857    25.2629  46.46582   62.5    0.10677  -21.77906  0.99392 
  -10.25262  0.08795  1.93562     14.01578  1.80144  0.87695  19.93453  0.02556     0.03092  5205.67668    5364.9615  0.45602         5864.00525     16.41549    1e-05  59899.19601   3.22246   1.7532   582801.52952   46.1853  18.60224  59959.62326    51.47137       44.67806   32.49523  40.67939   81.5    0.14081  -21.68575  0.96821 
  -10.48654  0.00212  1.99055     13.82446  1.52625  1.17652  14.47103  0.04495     0.03833  5476.65389   8285.27465  0.66147          5587.1899     17.71573  0.00029  59898.96209   2.58915  0.03067  1260305.96902  45.75405  18.67981  59963.32658    51.56459       44.79845   26.46423  43.64279   63.0    0.14166  -21.76149  0.99922 
  -11.90443  0.00207  2.07865     14.06284  1.88375  0.76434  30.10622  0.01811     0.11676   4924.5907   3980.52538  0.60635         4836.27391     19.44156  0.01536   59897.5442   4.35536  0.06227    565873.7601  46.15559  18.69123  59959.62326    51.42386       44.63407   23.45538   50.8063   77.5    0.13811  -21.65184  0.99874 
  -10.22734  0.00218  2.21073     13.71119  1.83049  1.06569   6.75299  0.04912     0.01889   7871.8658    9233.9007  0.26068         4767.36998     20.67142   0.2607  59899.22128    2.4962  0.01469  3140992.73731  45.34528  18.62667  59959.62326    51.46845       44.71215    30.2037  45.01987   59.5    0.11658  -21.96897  0.99964 
   -7.57261    0.074  1.57345     13.96258  1.66518   1.3956  21.00534   0.0335     0.01828  4737.76946   8303.19252  0.84645          5278.4677     18.41512  0.00144  59901.87601   2.81258  1.55441   454801.15949  46.43878  18.66561  59963.32658    51.51396        44.7337   29.50015  46.77891   60.0    0.14024  -21.74558  0.97898 
    -7.7789   0.1422  1.32926      14.1533   1.7936  1.00114  18.05642   0.0614     0.36294  5631.01792   9232.84768  0.82204         4534.76907     16.26211    1e-05  59901.66972   3.41533  2.56771    145268.0968  47.11318  18.66791  59959.35503    51.44349       44.68395   31.82536   43.5726   55.0    0.11982  -21.70142  0.97828 
   -7.63914   0.0135  2.12029     14.09562  1.76132  0.74041  12.56186  0.05033     0.01388  5378.08885   5869.07792  0.77112         4850.56585     16.45119    2e-05  59901.80949   2.16739   0.1696   473376.15478  46.18669  18.62266  59959.62326     51.4467       44.67664   29.56264  43.39821   60.5    0.14664  -21.70352  0.99607 
  -16.19676  0.00175  2.23022     13.72301  1.46173  0.81498   9.39939  0.07885     0.01548  7612.96009   6517.33595  0.19879         5250.36493     19.43326  0.01507  59893.25186   3.24963  0.01642  2417459.21649  45.35366  18.66191  59963.45817     51.4693       44.68444   27.27216  47.95141   60.0    0.13229  -21.77827  0.99943 
    -3.4917  0.11908  0.75084     14.28256  1.96295  1.47835  51.01301  0.01412     0.10431   4219.4319    9303.7186  1.03693         5225.27608     16.19923    1e-05  59905.95693   5.41771  6.07486    27970.67043  48.36395  18.63356  59963.32658    51.62062       44.87179   31.29632  42.16498   64.5    0.12438  -21.67681  0.99126 
  -12.60204  0.00125  2.13779     13.85062  1.77329  1.56128   9.48388  0.08204     0.46165  6015.12467   5661.00632  0.42016          5949.0348     19.05712  0.00634  59896.84659   2.04693  0.01182  1497228.60341  45.68241   18.6411  59963.32658    51.53598       44.77198   23.77621  46.46582   70.0    0.13328  -21.76649  0.99972 
  -10.78717  0.00459  2.19542     14.01645  2.15397  1.54971  21.87633  0.02318     0.01235  4068.86126   8415.04907  0.81719         5971.80747     18.93727  0.00481  59898.66146   2.16047  0.10043   893699.51803  45.96786  18.63794  59959.62326     51.4631       44.68316   28.05754  43.67117   68.0    0.13299  -21.76835  0.99815 
   -8.18231  0.08135  1.59911     13.85846  1.40731   1.1007   23.3212  0.03157     0.02041  5221.17851   3049.20593  0.79193         4992.63975     19.81397   0.0362  59901.26631   3.79241  1.89729   641282.79684  46.20243   18.6193  59963.32658    51.34752       44.51692   32.45585  52.07786   67.0     0.1386  -21.75094  0.96617 
   -9.15288     0.25  2.08117     13.90906  1.54427  1.29498  11.64542  0.11767      0.0588  7109.96655   9735.41014  1.40096         3346.74136     19.41968   0.0146  59900.29574    3.5117   2.9114    944136.4748  45.84592  18.65927  59959.35503    51.44762       44.67476   32.70645  46.29143   54.0    0.11407   -21.7231  0.92645 
  -11.00813  0.00117  1.41561     13.87352  1.61386   0.9876  21.07898   0.0267     0.02932  5712.51226   8222.17708  0.29461         5618.32915     20.12079  0.07337   59898.4405   4.10328  0.02473   537697.12535  46.44429   18.6373  59959.62326    51.52051       44.76201   28.05754  43.49678   69.0    0.14672  -21.76565  0.99971 
   -12.3962  0.00636  2.45433     14.03501  1.87089  0.85503  14.73454  0.04941     0.01326  5271.03751   8443.46544  0.88709         4330.15395     17.89383  0.00044  59897.05243   2.44206  0.09372   890667.23176  45.81131  18.66667  59963.32658    51.76254       45.01911   24.09348   44.2762   64.5    0.12439  -21.64967  0.99733 
  -10.55126  0.00143  2.35094     14.05366  1.83603  0.90106  28.35338  0.02839     0.03661  5178.81933   8628.91724   1.0596         4575.66085     16.47414    2e-05  59898.89736   4.53621  0.04042   735976.15694  45.92338  18.61507  59959.62326    51.42262       44.65294   35.84952  43.39821   58.5    0.13186  -21.70545  0.99891 
   -7.05018  0.00183  1.57481     14.00325  1.83009   1.2737  57.36027   0.0109     0.02323  3976.30686   4714.88525  1.00802         4669.71836     19.37914   0.0133  59902.39845   5.41001  0.10484    415188.1311  46.51862  18.60831  59959.35503    51.43406       44.65734   29.60202   43.5726   61.5    0.13097  -21.67717  0.99874 
  -11.51063  0.03431  1.41616     13.89229   1.5189  1.38762   31.2132  0.02968     0.05605  5653.20903   4757.62093  0.52738         5713.74973     19.13905  0.00765    59897.938   5.95053  1.07083   464513.34284  46.48115  18.64611  59959.35503    51.45236       44.67889   29.60202  43.39821   59.5    0.12932   -21.7336  0.98643 
  -10.34144  0.07621  1.48931     14.00178  1.67313  1.13287  40.28707  0.01877     0.09627  4800.21336   7510.28917  0.69345         5263.46609      17.4713  0.00016  59899.10719    5.5375  3.07045   341779.66316  46.61266  18.62339  59959.62326    51.53967       44.80844   26.70881    40.505   69.0    0.12755  -21.69233   0.9637 
  -11.60078  0.00133  1.72278       13.842  1.58821  1.18196  20.23934    0.026     0.03608  4087.06689   7357.91174  0.83003         5718.07672     19.68478  0.02688  59897.84784   2.01673   0.0269   906112.24446  46.04011  18.64311  59959.62326    51.35947       44.56271   35.84952  49.18464   70.5    0.13256  -21.77709  0.99952 
    -9.2153  0.00311  1.86456     14.02062  1.37314  0.53502  19.08316  0.02705     0.37707  4108.45932    6203.4024  1.04947         5537.78876     17.30188  0.00011  59900.23333   1.92148   0.0594   403129.82167  46.25996  18.64714  59959.62326    51.47643       44.69606   31.04933  43.39821   68.0    0.14209  -21.77835  0.99845 
  -12.25563  0.27922  1.38349     14.11886  1.85652  1.02149  11.99631  0.09672     0.08999  6364.72987   9739.63918  0.31056          5014.7438     16.35648    1e-05  59897.19299   2.89891  3.34964   190873.72478  46.97485   18.6682  59963.45817    51.65171       44.86854   26.70881  46.46582   51.5    0.12285  -21.66922   0.9708 
   -7.67952  0.25723  1.72823     14.07284  1.71542   1.0159  18.34224  0.04864     0.29851  6488.30147   4441.00589   0.7418         4022.11559     19.94453  0.04889   59901.7691   4.60619  4.71824   340179.95705   46.4963  18.64539  59959.62326    51.46214       44.68353   28.15611  46.29143   71.5    0.13554  -21.75248  0.93004 
   -9.15602  0.01352  1.95353     13.86286  1.72204  1.48485  14.80748   0.0342      0.1432  4920.71721   9812.10336  0.61468         5480.13617     19.29005  0.01083   59900.2926   2.13877  0.20018   1147547.4148  45.86348  18.68298  59959.62326    51.47208       44.66839   31.27834     46.39   61.0    0.14997  -21.70531  0.99592 
  -12.47445  0.06916  1.96955      13.9429  1.86592  1.52699  14.95139  0.05132      0.0227  5801.11549   6379.33131  0.37443         5417.52771     18.69617  0.00276  59896.97418   3.00145  1.03397   874248.81452  46.00937  18.61125  59959.62326     51.4966       44.72111   29.60202   43.5726   68.5    0.13053  -21.67088  0.98135 
   -7.87999  0.04674  1.23652     14.31773  2.06108  0.74714  31.25088  0.03355     0.07681  4955.37864   8240.87539  0.71262         5136.03851     16.27231    1e-05  59901.56863   4.57765  1.46071    67740.36793  47.56769  18.62081  59959.62326    51.58797       44.84151   25.72584  43.71131   57.0    0.11154  -21.69079  0.99133 
  -12.85897  0.00109  1.55047     13.63619  1.38672  1.40923   7.18504  0.11455      0.0819   7893.4383   9497.18189  0.34172          5520.8581     20.69462  0.27501  59896.58966   2.67048   0.0078  1653315.30245  45.81155  18.68411  59959.62326    51.51115       44.71522      29.75  46.75138   55.5    0.15045  -22.10806  0.99986 
   -3.70745  0.33167  1.20321     14.30869  2.00724  1.19355   14.5166  0.09059     0.01809  5958.68272   7669.83682  1.34866         4028.36167      18.9597  0.00506  59905.74117   3.07463  4.81467    65121.33899  47.59704  18.65458  59959.35503    51.43415        44.6251   32.49523  43.39821   62.0    0.11299  -21.68041   0.9747 
   -9.15392  0.12345  1.53807     14.10861  2.04054  1.56891   27.7439  0.02998      0.0154   5399.1781   8638.58855  0.53717         5744.43195     18.68013  0.00266  59900.29471   4.82447   3.4249   271830.30133  46.77034  18.62047  59959.62326    51.57713        44.8315   22.36968  43.39821   60.0    0.12996  -21.74413  0.96799 
   -7.40997    0.075  2.00579     13.94512   1.4579  1.04727  15.30077  0.07154     0.02103  5867.81075   8202.82744  1.57761         4094.27383     16.29019    1e-05  59902.03866   3.14262  1.14752   701262.17581  45.98212  18.66918  59963.45817    51.49454       44.71298   31.29632  45.23258   57.5    0.13144   -21.7179  0.96932 
   -9.77485  0.00225  1.54906     13.99195  1.73298  1.26272  28.03528  0.02526      0.0108  3666.04836   8117.69518  1.22604         4331.30949     18.43115   0.0015  59899.67377   2.24765  0.06296   400714.42947  46.52467  18.61992  59959.35503    51.47563       44.69406   26.57085  43.49678   62.5    0.11344  -21.58136  0.99921 
   -8.69077  0.05122  2.14272      14.0382   1.8079  1.16357  39.55871   0.0216     0.42813  4418.52434   9769.41236  1.48422         4252.00099     19.23368  0.00952  59900.75786   4.60706  2.02627   646436.61994  46.05356   18.6322  59959.62326    51.52845       44.79273   23.46312  40.81809   60.5    0.11098  -21.66431  0.95589 
   -7.33929  0.04604  1.22836     13.96372  1.72829  1.52585  27.03078  0.02135     0.43875  4018.43126   6319.01933  0.74559         5697.23769     16.77907    3e-05  59902.10934   2.60375  1.24452   286184.10435  46.87117  18.62326  59959.35503    51.51706       44.75438   28.61905  42.14049   62.0    0.13205  -21.72572  0.99027 
  -16.32974  0.16475  0.90765     13.84318  1.65668  1.06454  30.05999  0.02834     0.04719  6829.72972   9368.44344  0.06301         5943.26078     20.77937  0.33427  59893.11889   8.36417  4.95243   260941.88652   47.1557  18.64078  59959.62326    51.39945       44.61943   34.27012  46.29143   67.5    0.12115  -21.95884  0.97769 
   -9.84004  0.00153  1.65009     13.67933  1.36929  1.22736    8.6828   0.0649     0.48514  7210.78698   4837.06939  0.31729          4376.3413      20.3411  0.12185  59899.60859    2.6931  0.01325  1515863.84229  45.78967  18.60629  59956.26172    51.52119       44.79303   28.05754  37.71035   76.0    0.16335  -21.83947  0.99973 
  -10.85574  0.00198  1.68993     13.85648  1.54568  1.30442    31.289  0.02549     0.01066  4934.22556   7376.50665  0.74257         5457.96555     18.72646  0.00296  59898.59288   4.54419  0.06185    793788.9405  46.10253  18.63515  59963.45817    51.52068       44.73473   27.94204  47.95141   63.0    0.12955  -21.74553  0.99889 
    -8.3847  0.11825  1.05366     14.12645  1.81063  0.62654  20.40466  0.02982     0.04763  5618.30036    6177.6433  0.52828         4985.60721     20.76025  0.31988  59901.06393   3.84208  2.41282   104266.66916  47.46313  18.64991  59959.62326    51.56777       44.80715   29.71692  40.59417   70.5    0.15723  -22.04096  0.98708 
   -9.68215  0.31808   1.9128     14.12974  1.81866  0.83356  15.83491  0.04986     0.13153  6034.23329    9166.9313  0.43584         5520.77958     18.05171  0.00063  59899.76648   3.43943  5.03675   339962.03433  46.43383  18.68474  59959.62326    51.44771        44.6627    30.2037  47.91308   65.5    0.12979  -21.72387  0.91708 
  -13.35328  0.08605  3.02503     14.10152  1.93578   0.4004   3.75498  0.12726     0.02522  6753.14534   6032.44353  1.10435         3346.61264     19.32294  0.01169  59896.09535   1.02152  0.32312  1030581.11371  45.58116  18.64427  59959.35503    51.42245       44.60192   32.49523  46.29143   69.0    0.12809    -21.701  0.98626 
   -14.4054  0.01406  2.47416     13.82192  1.60645  0.89515   6.40619  0.13639     0.08475  8354.38453   4516.35268  0.26419         3571.62048     16.10661    1e-05  59895.04323    2.6672  0.09004  2073430.93694  45.37117  18.62513  59963.32658    51.48171       44.69407   32.70645  49.18464   72.0    0.13215  -21.75594  0.99668 
  -16.46728  0.00682  2.14064      13.7908  1.59944  1.04508  11.01647   0.0944     0.01161   7154.9154   7913.05509  0.16144         5616.21639     18.79494  0.00346  59892.98134   3.36417  0.07512  1783502.50565  45.56045  18.61395  59963.32658    51.37609       44.55168    46.3312  49.18464   52.0    0.13494  -21.73579  0.99792 
  -10.99002  0.37816  1.73459     14.07418  1.74912  1.16594  13.45718  0.06586     0.11471  5553.62197   9825.27512  0.71621         5641.55465     17.58327  0.00021   59898.4586    2.4759  5.08896   347262.12085  46.49262  18.66026  59959.62326    51.52997       44.75732   28.05754  40.60357   60.5    0.12292  -21.77324  0.92658 
   -9.41859  0.00673  1.41077     14.40093  1.36852  0.22555  20.72179  0.02556      0.2955  4369.84324   8967.31915  0.69661         5302.42376     18.06168  0.00064  59900.03003    2.3604  0.13946    39913.52933  47.50506  18.61771  59959.62326    51.42529       44.60199   34.71857  49.18464   63.5    0.14541  -21.66844  0.99792 
   -9.31172  0.02061  2.07649     14.12535  1.91245  0.87308  19.42198  0.04793      0.1059  5306.58599    9337.5159  0.92616         4547.41118     19.38012  0.01333   59900.1369    3.2625  0.40028   429889.52364  46.28242  18.63329  59959.35503    51.40652       44.63834   32.49523  43.39821   56.0    0.12645  -21.69908  0.99219 
   -7.59307  0.04591  1.60876     14.33732  1.75346  0.41386   33.0694  0.01358     0.05521  3343.12427   9425.82569  1.01463          5829.6807      18.1373  0.00076  59901.85556   2.20475  1.51831    89134.49058  47.14971  18.64525  59963.32658     51.5542       44.78618   26.39571  43.71131   66.0    0.12952  -21.77784  0.98007 
   -13.6118  0.07528  1.73362     14.05043  1.79645   0.8165  13.75862  0.05798     0.01819  5465.56986   4894.33211  0.47038         5470.39287     19.90001  0.04413  59895.83683   2.45173  1.03569   397442.16956  46.44608  18.65095  59959.62326    51.52217       44.71979   27.94204   45.0582   67.0    0.12849  -21.73097  0.98465 
  -12.56467  0.37121  1.25081      13.8921  1.31605  1.05743  10.65293  0.14101      0.0803  7955.46728   7666.24628  0.09066         3635.18052     18.05908  0.00064  59896.88395   4.02187  3.95445   314241.70801  46.69647  18.64338  59959.62326    51.62953       44.89127   23.77621  43.39821   57.5    0.12286  -21.68813  0.95333 
    -9.5882  0.05929  2.53413     13.87414  1.66601  1.09783   8.19236  0.06808     0.04523  5553.90612   7916.31489  1.00849         4317.18666     16.09626    1e-05  59899.86042   1.50742  0.48571  1773645.26215    45.434  18.61346  59963.32658    51.41611       44.59875   34.05398  49.18464   70.5    0.14406  -21.68752  0.98259 
  -10.59681  0.16362  2.15435     13.78836  1.53826  1.37784   8.88691  0.07618     0.03102  6972.98487   8680.03598  0.38924          5066.3347     19.56592  0.02045  59898.85181    2.5776  1.45405  1756957.27441  45.54448   18.6629  59959.62326    51.62879       44.88339   26.70881    40.505   60.5    0.14949  -21.74799  0.95875 
     -9.352  0.01202  1.70676      13.9456  1.65846  1.06924  18.27366  0.03273     0.03688  4111.94485   6128.35358  0.98863         5669.16628     19.33107  0.01191  59900.09663   1.84309  0.21959   576317.34235  46.26354  18.61604  59956.26172    51.28891       44.42464   38.28166  54.97107   62.0    0.13307  -21.84566   0.9964 
    -8.7477  0.00808  1.85837     13.85886  1.64918  1.11104   7.55951  0.08872     0.12418  6973.91942   5352.10118  0.24744         5725.48305     19.76703  0.03249  59900.70093   2.19318  0.06108  1013022.61446  45.94223  18.63226  59963.32658    51.47311       44.68948    26.5078     46.39   68.5    0.15624  -21.80743  0.99879 
  -13.31068  0.10916  0.88752      14.1089  1.69483  0.64667  25.77622  0.04821     0.22588  7563.45329   6156.61813  0.23996         3742.31862     20.78324  0.33726  59896.13795   8.79603  2.81362    75073.81986  47.72613  18.62211  59963.32658    51.66167       44.92813   26.03893   41.8274   63.0    0.12948  -21.99767  0.98834 
  -11.07675  0.03492   2.7339     14.23182  1.69122  0.42873   9.23308  0.09258     0.02374   5716.3113   4298.52894  1.32469         4174.71162     17.40098  0.00014  59898.37188   1.79972  0.32244   403588.70171  46.01754  18.67285  59959.62326      51.283       44.45691   38.28166  49.18464   65.5     0.1276  -21.66772  0.98678 
