 texplosion  fnickel    Pspin  log(Bfield)      Mns  thetaPB   mejecta    kappa  kappagamma     vejecta  temperature    alpha  cutoff_wavelength  log(nhhost)      A_V         MJD0   kenergy  mnickel             TSD   log(L0)  Peak_mag     Peak_MJD  log(E_rad)  log(Peak_lum)  Rise_Time     E_fold  tau_1  delta_m15     r_peak     frac 
  -27.59579  0.00642  1.08767      13.7484  1.61191  1.15895  28.26124  0.13367     0.25527  4570.76568   8131.98174  0.61858         5017.70332     20.25662  0.10031  60194.28002   3.52206  0.18142    564099.57469  46.65183  18.89031  60310.06361    51.47677       44.38451   73.88692   97.95595   90.0    0.03753  -21.88315  0.99874 
  -43.76596  0.00207  1.81087     13.56568  1.56346  1.45486  17.66426   0.1751     0.36225  5036.86229   7318.10385  0.33331         5598.34758     18.99533   0.0055  60178.10985   2.67327  0.03657   3518213.57239  45.40083  18.95943  60294.14788     51.4167       44.31206   69.18855   95.28962  101.0    0.04284  -21.74144  0.99924 
   -26.4801  0.04142  1.29131     13.89854  1.88535  1.43715  36.29138  0.12068     0.07564  4951.78562   8111.89479  0.68663         5025.22067     16.07797    1e-05  60195.39571   5.30829  1.50336    465788.43948  46.65399  18.87508  60302.36875    51.48826       44.40796   63.82735   90.83123   90.0    0.03954  -21.76119  0.98851 
  -24.28171  0.00978  1.91807     13.98468  1.91188   0.7167  20.78968   0.2419     0.06372  6840.12036   7296.02601  4.93856         2255.85537     16.23062    1e-05   60197.5941   5.80233  0.20332    700867.49465  46.13894  18.95796   60303.7809    51.49179       44.39982   56.46266  100.65082   86.0    0.04309  -21.81142  0.99657 
  -34.60572  0.29095  2.40285     13.59905  1.78207  1.04434  11.56649  0.32859     0.02444  6714.74128    6801.1108  3.60498          2763.2408      17.2681   0.0001  60187.27009   3.11091  3.36523   6054617.67381  44.97623  18.93682  60306.99191    51.50855       44.39974   54.00776  105.56062   84.5     0.0496  -21.90795  0.90538 
  -20.19069  0.01711  0.88158     14.13107  2.00915  0.74744   36.5611  0.12817     0.02251  5098.81071   8539.18838  0.66887         5835.22388     18.43125   0.0015  60201.68512   5.67001  0.62539     79289.33486  47.78212  18.88016  60297.35889    51.44965       44.34364   66.73365   90.37982   82.0    0.04285  -21.94095  0.99801 
  -24.73313  0.14809  1.04517     14.00108  1.83693  1.02032  44.37115   0.0563     0.01169  3514.22612   8836.10302  0.88413            5795.98     19.10834  0.00713  60197.14268   3.26879  6.57087    185407.06799  47.22644  18.83371  60306.99191    51.49466       44.39882   90.83123   90.83123   96.5    0.03989    -21.799  0.96694 
  -40.30977  0.09059  2.42816     13.62828  1.78014  0.68559   8.04234  0.26542     0.04127  6586.61058    6629.7472  3.76159          2149.5911     16.61052    2e-05  60181.56604    2.0813  0.72854   5398308.82984  45.01649  18.92803  60300.56989     51.5187       44.44342   65.67851   88.98006   97.0    0.04981  -21.82175  0.97648 
  -23.94346  0.44814  1.93203     14.16722  1.55618  0.41844  15.11609  0.23818     0.01399  4380.37855   8747.21803  3.90689         3772.22938     20.04093  0.06105  60197.93235   1.73017  6.77413    249720.76992  46.49142  18.87585  60300.56989    51.57501       44.52627   52.36704   85.92143   95.5    0.03538  -21.73849  0.86351 
  -27.54536   0.0898  1.23567     13.66415  1.40108  0.92808  20.46274  0.25673     0.01317  5673.49476   7548.70678  1.09788         3815.84291     20.40555  0.14135  60194.33045   3.92909  1.83756    932779.42189  46.26172  18.94117   60303.7809    51.59553       44.53131   58.81566   88.47822   84.0    0.03423  -21.96465   0.9799 
  -27.61618  0.00454  0.89341     13.87225  1.94247  1.28012  35.89717  0.08092      0.0336  3628.48336   8988.47971  0.73031         5675.48587     20.41057  0.14299  60194.25963   2.81928    0.163     259289.2985  47.24131  18.95822  60300.56989    51.43018       44.32672   66.82099  102.56698   89.0    0.03402  -21.94111  0.99943 
  -35.20419  0.00118  1.80077     13.72014    1.535  0.65452  14.05511  0.30528      0.0185  5631.75051   6691.62784  3.33926          2593.7156     16.41397    1e-05  60186.67162   2.65918  0.01662   1677115.98873  45.71947  18.91603  60300.56989    51.43944       44.32995   68.97712  100.41085   90.0    0.04347  -21.82611  0.99965 
  -33.97596  0.19565  1.63656     13.82556  1.87993  1.46616  24.48897  0.21192     0.02666  6216.68101   6837.81104  0.19576         4910.63638     18.74665   0.0031  60187.89985   5.64566  4.79128   1043999.19356  46.09642  18.88617  60306.99191    51.51317       44.39458   66.28225    99.4621   90.0    0.03868   -21.8197  0.94319 
  -40.08904  0.00195  1.96157     13.69482  1.64386  0.55677  13.90985  0.27586       0.011  4771.40212   7171.46261  4.82208         3362.87353     20.54588  0.19526  60181.78677   1.88904  0.02713   2394699.52372  45.52025  18.94114  60302.36875    51.41036       44.29676   66.52222  103.44939   96.0    0.03644  -21.97859  0.99937 
  -26.68738  0.20561  2.63493     13.97057  1.47986  0.26995   6.04063  0.28397     0.11733  7434.90681   6924.63973  3.01764         3550.54677     17.25243   0.0001  60195.18843   1.99187  1.24203   1092526.12011   45.5591  18.92292  60306.99191    51.53395       44.45434   58.91755   93.28613  105.0    0.07011  -21.79318   0.9398 
  -33.83922  0.00195  1.53115     13.69471  1.65461  1.49319  20.99389  0.13413      0.0345  4020.52825   7928.87499  0.65654         5367.38885     18.94364  0.00488  60188.03659   2.02435  0.04098   1469360.81273  45.95038  18.92127  60306.99191    51.53697       44.41501     62.269  105.93025   95.0    0.04104  -21.73397  0.99945 
  -22.55067  0.00149  0.74345     13.70906  1.42553  1.39818  54.89279  0.10087     0.01111  5007.37577    7978.9809    1.179         4197.83646     20.36056  0.12743  60199.32514   8.21037  0.08164     279365.6546  47.23415  18.95261  60302.36875    51.51576       44.42027   65.67851   88.98006   94.0     0.0313  -21.88698  0.99969 
  -32.10422  0.02328  1.77659     13.91608  1.71637  0.69218  14.09472   0.2858     0.30481  5634.25562    8091.0655  0.70207         4800.56305     18.89081  0.00432  60189.77159   2.66905  0.32811    740376.62424  46.13483  18.95615  60306.99191    51.41961        44.2949   93.47747   97.39781   87.0    0.04409  -21.84145  0.99442 
  -32.95401  0.46574  1.19653     13.89436  1.02341  0.37638    15.667  0.23321     0.15849  6483.71811   6842.98908  0.18924         2482.92615     17.14338    8e-05   60188.9218   3.92881  7.29682     221310.1398  46.77805  18.92243  60300.56989    51.44745       44.35185   68.97712   96.76723   91.5    0.04789  -21.79296  0.89106 
  -39.86668  0.16279  2.42585      13.9879  1.70263  0.30047  12.78407   0.2258     0.01776  5401.69203   7658.63404  4.68926          3327.9022     20.34056   0.1217  60182.00913   2.22513  2.08108    983708.85558  45.73737  18.91698   60303.7809    51.45916       44.34721   91.86302   94.94291   93.5    0.04442  -21.87529  0.93276 
  -19.14412  0.01062  1.18377     14.01859  1.75666  0.50542  30.03835  0.23466     0.01627  7109.54309    8881.2485  2.62022         3164.53102     20.81879  0.36603  60202.73169   9.05705  0.31914     209828.8354  47.04513   18.9697  60294.14788    51.40933       44.28212   78.55674  105.56062   80.0    0.03564  -22.24032  0.99769 
  -29.78049  0.42877  2.34491     13.90063   1.7421  0.77235  13.97095  0.26987     0.01213  4458.87313   7757.30169  3.87332         3747.24287     19.31548  0.01149  60192.09532   1.65693  5.99028   1405633.37577   45.6218  18.91431  60306.99191    51.57123       44.49841    55.1133   92.18058   93.5    0.03588  -21.76287   0.8504 
  -36.48232  0.32706  2.51791     13.47551  1.69204  1.31639  14.05254   0.2178     0.02234  6722.69034   6854.75363  4.43518         2720.06024     17.65676  0.00025  60185.39349   3.78851  4.59609  11150201.34361  44.64789  18.93264  60300.56989    51.48533       44.37131   54.00776  112.92531   89.0    0.04898  -21.86757  0.85183 
  -21.55148  0.00203  0.82638      13.8988  1.77062  1.43389  93.28301   0.0784      0.0143  6577.92625   7531.04975  0.53729         5917.86844     17.74525  0.00031  60200.32434   24.0773  0.18947    178939.70119   47.4299  18.89206   60303.7809    51.52923       44.42229   67.02942   94.99386   88.0    0.03906  -21.93044  0.99936 
  -36.21519  0.04973  2.43225     13.57585  1.86816  1.40276  14.66762  0.22314     0.01212  5355.14747   7789.01452  1.85416         3704.97853     19.35171  0.01249  60185.66062   2.50917  0.72943   7236923.39183  44.90869  18.90553  60306.99191      51.504       44.39897   52.36704  109.28169   84.0    0.04914  -21.83382  0.97891 
  -24.84177  0.05027  1.00575     13.94462   1.8186  1.31895  73.20646  0.06495     0.01019  5035.90457    8465.6623  0.74473           5868.092     16.59626    2e-05  60197.03405  11.07469  3.68019    220438.86045  47.18031  18.87499  60310.20291    51.52644       44.43214   68.00859  101.37938   90.0    0.03686  -21.84891  0.98237 
  -31.58591  0.01462  1.35123     13.76096  1.67893  1.30408  79.71127  0.03007     0.31209  3472.79881   8389.70865  0.78466         5174.05848     18.72325  0.00294   60190.2899   5.73464  1.16537    855830.73037  46.30003  18.86619  60310.20291    51.57154       44.48905   49.09796  103.10572   94.0    0.03889  -21.70024  0.98833 
  -30.19177  0.00284  2.23785     13.60581  1.63677  1.54481  10.11391  0.32678      0.2614  6034.36909   6586.38037   2.8418         3044.70763     19.22411  0.00931  60191.68404    2.1969  0.02876   4675789.22821  45.11332  18.89042   60303.7809    51.46713       44.36672   66.00102   98.47715  100.5     0.0461  -21.76773  0.99915 
  -35.83859  0.46195   2.6578     13.41551  1.60804  1.37328  13.70094  0.10854     0.01214  4687.27316   6993.96553  1.79199         3822.95598     19.02427  0.00587  60186.03722   1.79564   6.3291  15564785.98208  44.43395  18.95839  60300.56989    51.48816       44.40769   75.54338   92.74739  104.5    0.04792  -21.73814   0.7715 
  -40.01571  0.00121  1.68417     13.68517  1.70276  1.43135  19.57134  0.23287     0.08026  5988.50956   7017.78909  0.19358         5925.15367     19.53432  0.01901  60181.86011   4.18683  0.02373   1911602.79413  45.76583  18.97784   60303.7809    51.57659       44.47306   56.37205  110.01901   93.0    0.04213  -21.78846  0.99963 
  -34.01858  0.00305  1.53037     13.79648  1.75668  1.09542  21.07661  0.19285     0.05355  5243.74572   7605.08237   0.3419         5218.03926       16.371    1e-05  60187.85723   3.45709  0.06434     975283.0285  46.15482  18.86176  60310.06361    51.59789       44.51366    57.5682   99.54528   88.5     0.0428   -21.7662  0.99922 
  -30.44808  0.09984  1.45902     13.83006  1.90705  1.49777  38.66545  0.05689     0.01895   3142.9201   9058.49481  0.98687         5999.44101     20.04866  0.06214  60191.42773   2.27833  3.86022    824480.01758   46.3049   18.8977   60303.7809    51.46132       44.34914   60.96613  105.56062   99.0    0.03818  -21.88601   0.9637 
  -33.73943  0.01782  1.07381     13.82365  1.78978  0.95074  20.02461  0.24056     0.29815  5875.74971   7945.82571  0.21779         5706.87626     20.66004  0.25396  60188.13639   4.12399  0.35682    431691.57063  46.82462   18.8792   60303.7809    51.49806       44.39223   73.36571   97.28843   84.0    0.04232  -22.04397  0.99794 
  -34.71743  0.08605  2.19934     14.07917  1.72013  0.36368  18.90632   0.2489     0.01413  5734.87282   7443.28327   2.8992         3385.50234     16.04725    1e-05  60187.15838   3.70921  1.62695    536563.05385   46.0902  18.92134  60300.56989    51.43439       44.31636   68.73715  100.65082   87.5    0.04101  -21.79036  0.95851 
  -24.34878  0.00533  1.53604     14.13093  1.89968  0.55047  33.04374   0.1384     0.14015  5318.35369     7547.212  0.95878          4537.8347       19.189  0.00858  60197.52704   5.57533  0.17608    227739.48828  46.81728  18.84634  60310.20291    51.54085       44.45492   81.01164   90.83123   92.0    0.03946  -21.83063  0.99809 
  -24.59487  0.00368  0.83259     13.95455  1.77647  0.89536  82.18962   0.0979     0.08957  7481.26828   7821.24712  0.38248         3811.74451     20.39335  0.13743  60197.28094  27.44066  0.30205    140973.48636   47.5284  18.90911   60303.7809    51.48849       44.41276   82.41538   88.13636   84.0    0.03908   -21.9971  0.99896 
  -27.30787  0.05134  1.30343     13.74987  1.79585  0.92675  47.25539  0.03806      0.0101  3951.27609   9337.70968  0.78779         5287.46096     20.85261  0.39567  60194.56794   4.40102  2.42605    896440.08769  46.34042  18.88741  60313.41392    51.46262       44.36745   89.73403   93.28613   92.5    0.04716  -22.19124  0.97964 
  -22.71852  0.01022  1.08078     13.91025  1.86482  1.22107  65.04551  0.04288      0.3943  3321.20506   9028.56601  1.03897         5837.72336     18.72404  0.00294  60199.15729   4.27992  0.66453    305788.13686  46.98658  18.82572  60310.20291     51.4858       44.40306   76.10184   93.28613   91.0    0.04182  -21.83877  0.99637 
  -30.38107  0.00338  1.12801      13.9092  1.68119  0.76707  99.57859  0.01941     0.17723  2551.13697   8021.57564  1.07576         4736.84073     19.05936  0.00637  60191.49474   3.86599  0.33641    301756.63184  46.91018   18.8976  60309.04971    51.51837       44.44172   54.00776  100.65082  106.0    0.03366  -21.60843  0.99764 
  -39.65528  0.00334  2.58014     13.53386  1.80098   1.1574   6.88132  0.32251     0.06761  6321.53743   6594.48996  1.10532         3332.49183     17.52183  0.00018  60182.22053   1.64038  0.02301   9525519.52516  44.72218  18.90691  60302.36875    51.42724       44.32633   57.05209  102.65431  104.0    0.04968  -21.76733  0.99917 
  -28.07127  0.00105  1.16511     13.80201  1.81151  1.32588  31.28848  0.09133     0.02668  3643.14662   8744.03022  0.74821         5893.55989     19.91752  0.04595  60193.80454   2.47722  0.03284    568304.44604  46.63957   18.9158  60306.99191    51.49304       44.38356   61.37245  103.10572   92.0    0.04124  -21.87602  0.99978 
  -39.60318  0.01931  1.77553     13.50789  1.52999    1.434  12.31301  0.32206     0.06567  6913.71422   6718.57526  0.17633         4420.32627     20.33173  0.11925  60182.27263   3.51087  0.23779   4318863.73743  45.31951  18.88978  60306.99191    51.55811       44.48596    57.5682   92.18058   92.5    0.04657  -21.96815  0.99511 
  -45.87237  0.43841   2.2387     13.39899  1.52912  1.47489  12.16594   0.2601     0.02431  6093.00248   7827.88524  1.25926         2619.19295     19.26905  0.01032  60176.00344   2.69424  5.33366  11330838.05586  44.69903  18.87315  60300.56989    51.34063       44.24227   70.39812  100.65082   86.0    0.04668  -21.78849  0.84435 
  -24.64555  0.01005  0.97756     13.81124  1.70816  1.20656   46.4074  0.05003     0.12308  3000.65561    9142.1078   0.9539          5637.8946     19.93394  0.04772  60197.23026   2.49257  0.46639    361538.96735  46.96293   18.8817  60306.99191    51.53264       44.44498   54.00776  100.65082   92.5    0.03601  -21.83322  0.99762 
  -35.02806  0.00189  1.36934     13.87458  1.87313  0.67844  23.21159  0.14024     0.01683  4743.84378   8411.70632  0.61569         4520.62897     20.74688  0.31017  60186.84776   3.11597  0.04392    581096.08834  46.50414  18.91549  60309.04971    51.54799       44.45477   61.87395   97.09038   91.0    0.03926  -22.07004  0.99961 
  -31.92095  0.00208  1.43627     13.69544  1.56519  1.20234  36.62981  0.10167     0.02644  4861.63071   7702.98037  0.50294         5763.75115     16.54283    2e-05  60189.95486   5.16447  0.07602   1218888.60811  46.06298  18.85003  60313.41392    51.50226       44.41019   61.91119  102.56698   90.5    0.04045   -21.8236  0.99903 
  -34.33988  0.00478  1.81015     13.69434  1.71099  1.10127  15.51583  0.27553      0.0348  5932.91579   6678.54792  1.77546         2311.63989     18.28403  0.00107  60187.53593   3.25791  0.07413   2127194.28594  45.65886   18.9093   60303.7809    51.49497       44.38516   54.00776  109.28169   92.0    0.03874  -21.80126  0.99867 
  -27.82825  0.28698  1.80873     13.74759  1.54524  1.48562  25.26748  0.07353     0.14666  3866.56579   9127.32216  0.92087         5422.10585      18.0482  0.00062  60194.04756   2.25341  7.25133   1501003.16281  45.76671  18.88859  60309.04971    51.39747       44.29511   81.01164   95.74102   93.0    0.04657  -21.76034  0.86967 
  -37.76029  0.00224  1.12368     13.53504  1.31205  1.11957  44.94372   0.0737     0.01559  4888.81892     8595.764  0.34776         5814.41509     20.48946  0.17147  60184.11552   6.40773  0.10078   1309078.41997  46.16854  18.93288   60303.7809    51.50455       44.42731   64.72389   97.29938   87.0    0.04109  -21.91498  0.99897 
  -21.74537  0.09122  1.20992     13.81754  1.59237  1.50186  58.18527  0.06377     0.03359  4886.51823   8368.48429   0.8878         5976.57782     18.00755  0.00057  60200.13044    8.2878   5.3075     501527.0522  46.60508   18.9361   60303.7809    51.44346       44.32938   81.79553  100.50759   91.0    0.04232  -21.93416  0.95567 
  -26.20615  0.00623  1.93683      13.8837  2.03633  1.33681  40.39037  0.04521     0.09845  2731.72146    8967.9157  1.70365         4373.14225     17.65342  0.00025  60195.66966   1.79795  0.25152    1211849.4715  45.92006  18.90127   60303.7809    51.53278       44.41942   68.00859   96.46958  100.0    0.04062  -21.61326  0.99608 
  -22.79767   0.0111  0.99481     13.92452  1.72309  0.89873  92.42642  0.02418     0.07912   2793.0544   9044.09749  1.17674         5254.98825     17.84326  0.00039  60199.07814   4.30113  1.02559    224165.03139   47.1591  18.87226   60303.7809    51.57213       44.49616   56.46266   93.28613   97.5    0.03777  -21.77146  0.99467 
   -24.1153  0.02946  1.18809     13.79297  1.75301  1.36166  36.61615  0.06844     0.05291  3668.33009   8114.94948  0.76919         5827.04886     16.76056    3e-05  60197.76052   2.93925  1.07857    596163.26596  46.58757  18.92078  60302.36875    51.47939       44.37019   60.64389  101.37938   92.5    0.04256  -21.87581  0.99217 
  -15.73607  0.00313  0.73691     13.98797  1.48338  0.75585  41.33592  0.20538       0.473  7457.51519   7741.35697   1.0688         4337.38927     18.42254  0.00147  60206.13974  13.71333  0.12925     79060.53557   47.8073  18.89311  60310.20291     51.4963        44.3855    74.2876  103.10572   90.5    0.04303  -21.84212  0.99955 
  -18.38843  0.00313  0.84988     13.96716   1.7221  0.91284  25.86972  0.15385     0.37685  3820.28073   7597.96734  1.31967         4568.26713     18.18677  0.00085  60203.48738   2.25221  0.08105    134357.52311  47.51793  18.88916  60313.41392    51.56884       44.47768   58.91755  103.10572  100.0    0.02769  -21.74883   0.9997 
  -33.43831  0.07828  1.68124     13.86399  1.66678  0.68048  17.39969  0.33715      0.0437  6761.86149   6846.52922  1.16224            3183.83     20.21346  0.09082   60188.4375   4.74571  1.36197    818430.20901  46.12648  18.92235  60306.99191    51.53343       44.44533   64.93289   97.09038   92.0    0.03875  -21.90787  0.97865 
  -36.09904   0.0942  2.03559     13.83692  1.83583  0.89234  18.59372  0.12485     0.04251  4138.78134   8622.83182  0.69768         5601.27392     17.76733  0.00033  60185.77677   1.89993  1.75157   1496879.26479  45.74011  18.87496  60306.99191    51.56556       44.47807   63.22361   91.43496   93.5    0.04407  -21.76494   0.9655 
  -30.07472  0.00833  1.31413      13.7113  1.70958  1.09581  20.56442  0.16825     0.26676  5075.74715   8053.04168  0.74126          4156.4404     20.71895  0.29086   60191.8011   3.16041  0.17137   1036048.62021  46.24908  18.92058  60306.99191    51.55114       44.48853   73.21698   87.83759   91.5    0.04262  -22.04525   0.9984 
  -15.91108  0.00254  0.82659     13.81402  1.42542  1.14916  89.22932  0.05616     0.08031   4751.6189   7715.84287  1.61892          4133.2396     16.17987    1e-05  60205.96473  12.01761  0.22674    212957.54529  47.25992  18.87689  60306.99191    51.54746       44.48245    57.3592   87.47978   96.0    0.03638  -21.71489  0.99893 
  -36.62994  0.02226  1.72491     13.46633  1.25697   1.2709  40.56633  0.04595     0.05899  3931.65291   7658.33887   0.9062         4356.72389     17.79987  0.00035  60185.24587   3.74062  0.90289   4055248.30047  45.28662  18.87415  60310.20291    51.83334        44.7589   58.91755   90.83123  105.5    0.04684  -21.61374  0.97697 
  -23.67746  0.02045  2.00298     13.80017  1.76736  1.50906  55.58173  0.04712     0.49063  3675.38394   8165.82604  2.21002         4051.38408     17.74028  0.00031  60198.19835   4.47883  1.13683   1652580.66729  45.69465  18.89925  60309.04971    51.56228       44.48919   68.73715   93.28613   97.5    0.03987  -21.64314  0.97694 
  -26.01074  0.13589  1.54254     14.21797  1.66054  0.34964  22.30547  0.17801     0.01205  4929.03668   7583.97864  1.13837         4202.32331     19.49089   0.0172  60195.86507   3.23268  3.03102    134459.61473  46.98403  18.94916   60303.7809    51.51841       44.42023   58.91755  100.65082   88.0    0.03818  -21.80214  0.96081 
  -20.31024  0.05137  1.86859     13.89476  1.71968  0.93466  22.18438  0.21903     0.03449  5637.06711   7118.42867  3.34722         3675.07035     18.68517  0.00269  60201.56557   4.20514   1.1395    905265.91405  46.00449  18.90006  60306.99191    51.57036        44.4956    59.8141   92.38958   97.0    0.04101  -21.76405  0.97904 
  -54.04026  0.24498  1.89853     13.23147  1.39956  1.20619   15.7926  0.26779     0.01468  6518.84844   6824.72012  4.74975         2324.30218     16.49145    2e-05  60167.83556   4.00334   3.8688   16132232.5065  44.65031  18.87978  60306.99191    51.54878       44.46119    59.8141   94.84448   92.5    0.04952   -21.8282  0.89718 
  -39.20635  0.03463  1.74265      13.6584  1.48937  0.67597  18.71217  0.30212     0.01114  5724.33634    6721.5204  4.65971         2697.42452      16.1746    1e-05  60182.66946   3.65765  0.64802   2025089.26468  45.65298  18.89217  60306.99191    51.55106       44.45323   63.22361  103.70945   90.0    0.04168   -21.8161  0.98668 
  -43.29614  0.12449  2.35887     13.54809  1.73653  0.87212  16.06352  0.12307     0.01392  5572.20819   7092.08524  3.03507         2156.57293     19.16988  0.00822  60178.57967   2.97524  1.99972   7189757.86181  44.90641  18.91543  60310.20291    51.58603       44.50678   66.92291   95.74102   96.0    0.04736  -21.74207  0.93974 
  -24.14024  0.00239   1.3636       13.809  1.46925  0.79153   45.8837  0.10615     0.01345  5663.86225   7383.24834  1.16939         3699.20938     18.61618   0.0023  60197.73557   8.78033  0.10947    611340.18901  46.38029  18.90308  60309.04971     51.4676       44.37828   64.27875  100.19942   92.0    0.03751  -21.78989  0.99862 
