       MJD   Upper    Mean   Lower  Cenwave  Zeropoint      Filter 
  60208.16  21.258  20.898  20.658  4746.48     3631.0       g-P48 
  60208.16  21.302  20.933  20.686  5182.42     3631.0        cyan 
  60208.16  21.453  21.072  20.817  6366.38     3631.0       r-P48 
  60208.16  21.488  21.104  20.844  6463.63     3631.0  r-Magellan 
  60208.16  21.506  21.128   20.87  6629.82     3631.0      orange 
  60208.16   21.69  21.298  21.043  7654.38     3631.0           i 
 60209.986  20.997  20.716  20.511  4677.22     3631.0  g-Magellan 
 60209.986  21.016  20.733  20.533  4746.48     3631.0       g-P48 
 60209.986  21.061  20.766  20.571  5182.42     3631.0        cyan 
 60209.986   21.19  20.892  20.688  6366.38     3631.0       r-P48 
 60209.986  21.225  20.915  20.711  6463.63     3631.0  r-Magellan 
 60209.986  21.244  20.947  20.733  6629.82     3631.0      orange 
 60209.986  21.434  21.123  20.907  7654.38     3631.0           i 
   60210.0  20.995  20.715   20.51  4677.22     3631.0  g-Magellan 
   60210.0  21.015  20.732  20.533  4746.48     3631.0       g-P48 
   60210.0  21.059  20.765   20.57  5182.42     3631.0        cyan 
   60210.0  21.189  20.891  20.687  6366.38     3631.0       r-P48 
   60210.0  21.223  20.914   20.71  6463.63     3631.0  r-Magellan 
   60210.0  21.242  20.946  20.732  6629.82     3631.0      orange 
   60210.0  21.433  21.122  20.906  7654.38     3631.0           i 
 60210.662  20.915  20.663  20.468  4677.22     3631.0  g-Magellan 
 60210.662  20.934  20.675  20.491  4746.48     3631.0       g-P48 
 60210.662  20.981  20.709  20.528  5182.42     3631.0        cyan 
 60210.662  21.103  20.834  20.644  6366.38     3631.0       r-P48 
 60210.662  21.138  20.858  20.668  6463.63     3631.0  r-Magellan 
 60210.662  21.157  20.887  20.685  6629.82     3631.0      orange 
 60210.662  21.351  21.062   20.86  7654.38     3631.0           i 
 60211.092  20.864  20.632   20.44  4677.22     3631.0  g-Magellan 
 60211.092  20.885  20.643  20.463  4746.48     3631.0       g-P48 
 60211.092  20.932  20.679  20.501  5182.42     3631.0        cyan 
 60211.092  21.047  20.801  20.617  6366.38     3631.0       r-P48 
 60211.092  21.082  20.826  20.642  6463.63     3631.0  r-Magellan 
 60211.092  21.104   20.85  20.656  6629.82     3631.0      orange 
 60211.092    21.3  21.026  20.831  7654.38     3631.0           i 
 60211.294  20.841  20.619  20.427  4677.22     3631.0  g-Magellan 
 60211.294  20.863  20.628  20.451  4746.48     3631.0       g-P48 
 60211.294  20.909  20.663  20.488  5182.42     3631.0        cyan 
 60211.294  21.022  20.785  20.605  6366.38     3631.0       r-P48 
 60211.294  21.057  20.811   20.63  6463.63     3631.0  r-Magellan 
 60211.294  21.079  20.833  20.643  6629.82     3631.0      orange 
 60211.294  21.277  21.009  20.818  7654.38     3631.0           i 
 60213.873  20.602  20.436  20.288  4677.22     3631.0  g-Magellan 
 60213.873  20.619  20.454  20.304  4746.48     3631.0       g-P48 
 60213.873  20.645  20.476   20.34  5182.42     3631.0        cyan 
 60213.873  20.753  20.594  20.461  6366.38     3631.0       r-P48 
 60213.873  20.783  20.625  20.483  6463.63     3631.0  r-Magellan 
 60213.873   20.81  20.641  20.494  6629.82     3631.0      orange 
 60213.873   21.01  20.819  20.651  7654.38     3631.0           i 
 60216.273  20.421  20.288  20.162  4677.22     3631.0  g-Magellan 
 60216.273  20.434  20.299  20.181  4746.48     3631.0       g-P48 
 60216.273  20.447  20.326  20.223  5182.42     3631.0        cyan 
 60216.273  20.569  20.433  20.318  6366.38     3631.0       r-P48 
 60216.273  20.595  20.458  20.343  6463.63     3631.0  r-Magellan 
 60216.273  20.614  20.478  20.359  6629.82     3631.0      orange 
 60216.273  20.813  20.662  20.518  7654.38     3631.0           i 
 60217.084  20.362  20.242  20.127  4677.22     3631.0  g-Magellan 
 60217.084  20.377  20.254  20.143  4746.48     3631.0       g-P48 
 60217.084  20.392  20.281  20.182  5182.42     3631.0        cyan 
 60217.084   20.51  20.385  20.278  6366.38     3631.0       r-P48 
 60217.084  20.539   20.41  20.303  6463.63     3631.0  r-Magellan 
 60217.084  20.555  20.429  20.317  6629.82     3631.0      orange 
 60217.084  20.755  20.611  20.474  7654.38     3631.0           i 
 60217.173  20.357  20.237  20.123  4677.22     3631.0  g-Magellan 
 60217.173  20.371  20.249   20.14  4746.48     3631.0       g-P48 
 60217.173  20.386  20.275  20.177  5182.42     3631.0        cyan 
 60217.173  20.505   20.38  20.274  6366.38     3631.0       r-P48 
 60217.173  20.533  20.405  20.298  6463.63     3631.0  r-Magellan 
 60217.173  20.548  20.424  20.312  6629.82     3631.0      orange 
 60217.173  20.749  20.606   20.47  7654.38     3631.0           i 
 60218.614  20.259  20.157  20.059  4677.22     3631.0  g-Magellan 
 60218.614  20.273  20.173  20.076  4746.48     3631.0       g-P48 
 60218.614  20.286  20.196  20.107  5182.42     3631.0        cyan 
 60218.614  20.408  20.297  20.211  6366.38     3631.0       r-P48 
 60218.614  20.432  20.321  20.231  6463.63     3631.0  r-Magellan 
 60218.614  20.454  20.339  20.245  6629.82     3631.0      orange 
 60218.614  20.654  20.519  20.397  7654.38     3631.0           i 
 60220.139  20.174  20.083  19.993  4677.22     3631.0  g-Magellan 
 60220.139  20.183  20.099  20.012  4746.48     3631.0       g-P48 
 60220.139  20.194  20.118  20.036  5182.42     3631.0        cyan 
 60220.139  20.311  20.214  20.142  6366.38     3631.0       r-P48 
 60220.139  20.342  20.241  20.164  6463.63     3631.0  r-Magellan 
 60220.139  20.362  20.256   20.18  6629.82     3631.0      orange 
 60220.139  20.545  20.436  20.329  7654.38     3631.0           i 
  60220.29  20.167  20.077  19.987  4677.22     3631.0  g-Magellan 
  60220.29  20.175  20.092  20.005  4746.48     3631.0       g-P48 
  60220.29  20.186   20.11   20.03  5182.42     3631.0        cyan 
  60220.29  20.302  20.207  20.134  6366.38     3631.0       r-P48 
  60220.29  20.334  20.233  20.158  6463.63     3631.0  r-Magellan 
  60220.29  20.352  20.249  20.173  6629.82     3631.0      orange 
  60220.29  20.535  20.428  20.323  7654.38     3631.0           i 
 60220.294  20.167  20.076  19.987  4677.22     3631.0  g-Magellan 
 60220.294  20.175  20.092  20.005  4746.48     3631.0       g-P48 
 60220.294  20.186   20.11   20.03  5182.42     3631.0        cyan 
 60220.294  20.301  20.207  20.134  6366.38     3631.0       r-P48 
 60220.294  20.334  20.233  20.157  6463.63     3631.0  r-Magellan 
 60220.294  20.352  20.249  20.173  6629.82     3631.0      orange 
 60220.294  20.535  20.428  20.322  7654.38     3631.0           i 
 60220.295  20.167  20.076  19.987  4677.22     3631.0  g-Magellan 
 60220.295  20.174  20.092  20.005  4746.48     3631.0       g-P48 
 60220.295  20.186   20.11   20.03  5182.42     3631.0        cyan 
 60220.295  20.301  20.206  20.134  6366.38     3631.0       r-P48 
 60220.295  20.333  20.232  20.157  6463.63     3631.0  r-Magellan 
 60220.295  20.352  20.249  20.173  6629.82     3631.0      orange 
 60220.295  20.535  20.428  20.322  7654.38     3631.0           i 
 60221.876  20.092  20.004  19.923  4677.22     3631.0  g-Magellan 
 60221.876  20.097   20.02   19.94  4746.48     3631.0       g-P48 
 60221.876  20.107  20.036  19.966  5182.42     3631.0        cyan 
 60221.876  20.209  20.129  20.065  6366.38     3631.0       r-P48 
 60221.876  20.239  20.154  20.088  6463.63     3631.0  r-Magellan 
 60221.876  20.257  20.172  20.109  6629.82     3631.0      orange 
 60221.876  20.443  20.349  20.256  7654.38     3631.0           i 
 60222.251  20.075  19.987  19.908  4677.22     3631.0  g-Magellan 
 60222.251   20.08  20.002  19.925  4746.48     3631.0       g-P48 
 60222.251  20.088  20.019   19.95  5182.42     3631.0        cyan 
 60222.251  20.191  20.111  20.049  6366.38     3631.0       r-P48 
 60222.251   20.22  20.137  20.073  6463.63     3631.0  r-Magellan 
 60222.251  20.236  20.155  20.093  6629.82     3631.0      orange 
 60222.251  20.424  20.331   20.24  7654.38     3631.0           i 
 60223.134   20.03   19.95  19.877  4677.22     3631.0  g-Magellan 
 60223.134  20.036  19.966  19.891  4746.48     3631.0       g-P48 
 60223.134  20.048  19.982  19.914  5182.42     3631.0        cyan 
 60223.134  20.146  20.072  20.012  6366.38     3631.0       r-P48 
 60223.134  20.173  20.097  20.037  6463.63     3631.0  r-Magellan 
 60223.134  20.191  20.117  20.058  6629.82     3631.0      orange 
 60223.134  20.373  20.289  20.204  7654.38     3631.0           i 
 60223.506  20.013  19.937  19.864  4677.22     3631.0  g-Magellan 
 60223.506   20.02  19.951  19.876  4746.48     3631.0       g-P48 
 60223.506  20.029  19.966  19.899  5182.42     3631.0        cyan 
 60223.506  20.128  20.057  19.997  6366.38     3631.0       r-P48 
 60223.506  20.154  20.081  20.022  6463.63     3631.0  r-Magellan 
 60223.506   20.17    20.1  20.043  6629.82     3631.0      orange 
 60223.506  20.352  20.271  20.188  7654.38     3631.0           i 
 60224.253  19.979  19.911  19.837  4677.22     3631.0  g-Magellan 
 60224.253  19.987  19.924  19.851  4746.48     3631.0       g-P48 
 60224.253  19.996  19.934  19.871  5182.42     3631.0        cyan 
 60224.253  20.087  20.024  19.967  6366.38     3631.0       r-P48 
 60224.253  20.118   20.05  19.993  6463.63     3631.0  r-Magellan 
 60224.253  20.132  20.068  20.013  6629.82     3631.0      orange 
 60224.253  20.313  20.235  20.156  7654.38     3631.0           i 
  60226.13  19.908  19.841  19.769  4677.22     3631.0  g-Magellan 
  60226.13  19.914  19.854  19.786  4746.48     3631.0       g-P48 
  60226.13  19.915   19.86  19.807  5182.42     3631.0        cyan 
  60226.13  20.004  19.949  19.897  6366.38     3631.0       r-P48 
  60226.13  20.031  19.974  19.922  6463.63     3631.0  r-Magellan 
  60226.13  20.048  19.993  19.941  6629.82     3631.0      orange 
  60226.13  20.222  20.157  20.088  7654.38     3631.0           i 
 60226.717  19.886  19.819  19.749  4677.22     3631.0  g-Magellan 
 60226.717  19.892  19.836  19.787  5182.42     3631.0        cyan 
 60226.717  19.893  19.832  19.766  4746.48     3631.0       g-P48 
 60226.717  19.979  19.925  19.875  6366.38     3631.0       r-P48 
 60226.717  20.006  19.951    19.9  6463.63     3631.0  r-Magellan 
 60226.717   20.02  19.971  19.918  6629.82     3631.0      orange 
 60226.717  20.195  20.133  20.068  7654.38     3631.0           i 
  60227.21  19.868  19.804  19.734  4677.22     3631.0  g-Magellan 
  60227.21  19.872  19.817   19.77  5182.42     3631.0        cyan 
  60227.21  19.876  19.814   19.75  4746.48     3631.0       g-P48 
  60227.21  19.959  19.907  19.857  6366.38     3631.0       r-P48 
  60227.21  19.986  19.932  19.882  6463.63     3631.0  r-Magellan 
  60227.21    20.0   19.95  19.901  6629.82     3631.0      orange 
  60227.21  20.171  20.113  20.052  7654.38     3631.0           i 
 60227.252  19.867  19.802  19.732  4677.22     3631.0  g-Magellan 
 60227.252   19.87  19.816  19.769  5182.42     3631.0        cyan 
 60227.252  19.874  19.813  19.748  4746.48     3631.0       g-P48 
 60227.252  19.957  19.905  19.856  6366.38     3631.0       r-P48 
 60227.252  19.984  19.931  19.881  6463.63     3631.0  r-Magellan 
 60227.252  19.998  19.949    19.9  6629.82     3631.0      orange 
 60227.252  20.169  20.111   20.05  7654.38     3631.0           i 
 60227.895  19.844  19.779  19.713  4677.22     3631.0  g-Magellan 
 60227.895  19.847  19.794  19.749  5182.42     3631.0        cyan 
 60227.895  19.851  19.789  19.727  4746.48     3631.0       g-P48 
 60227.895  19.932  19.881  19.834  6366.38     3631.0       r-P48 
 60227.895  19.957  19.907  19.859  6463.63     3631.0  r-Magellan 
 60227.895  19.973  19.924  19.877  6629.82     3631.0      orange 
 60227.895   20.14  20.086  20.029  7654.38     3631.0           i 
 60229.121  19.802   19.74  19.677  4677.22     3631.0  g-Magellan 
 60229.121  19.803  19.751  19.714  5182.42     3631.0        cyan 
 60229.121  19.809   19.75  19.693  4746.48     3631.0       g-P48 
 60229.121  19.883  19.837  19.795  6366.38     3631.0       r-P48 
