 texplosion  fnickel    Pspin  log(Bfield)      Mns  thetaPB   mejecta    kappa  kappagamma     vejecta  temperature    alpha  cutoff_wavelength  log(nhhost)      A_V         MJD0  kenergy  mnickel             TSD   log(L0)  Peak_mag     Peak_MJD  log(E_rad)  log(Peak_lum)  Rise_Time    E_fold  tau_1  delta_m15     r_peak     frac 
  -17.89525  0.00159  1.54517     13.22021  1.49788  0.88377  10.18438  0.27473     0.01103  7321.23047   4499.95903  0.43933         2759.94627     18.74116  0.00306  59951.40883  3.25634  0.01615   12045739.1397  44.98554  18.06712  60055.31023    51.54126       44.53907    62.7876  75.72609   79.0    0.07021  -22.06994  0.99971 
  -14.37429  0.00315  1.31316     12.85018  1.61678  1.49796   7.93377  0.21435     0.01168  7910.47505   4772.06587  0.22887         2549.73602     18.22459  0.00093  59954.92979   2.9615    0.025  51609911.50774  44.52813  18.05418  60056.29316    51.48932       44.47353    72.5362  78.34478   86.0    0.07299  -22.05306  0.99965 
  -15.52714  0.00231  1.94323     13.53194  1.82356  0.47481   9.80548  0.27649     0.01082  6761.96973    5039.1476  4.35225         3210.28769     16.18108    1e-05  59953.77694   2.6745  0.02265   5519518.97726  45.21082  18.06178  60055.20359     51.5081       44.51299   68.43761  72.54954   84.5    0.07086  -22.04729  0.99949 
  -15.89919  0.11379  1.85154     13.26703  1.65928  1.19347  10.79686  0.29217     0.01115  7356.78199   5968.36177  1.36687         3445.38193     18.52649  0.00187  59953.40488  3.48578  1.22863  15443083.18966  44.76496   18.0674  60054.52212    51.50341       44.51489   69.25685   71.7303   78.0    0.07358  -22.07186  0.97373 
  -14.07067  0.03356  1.79099     13.44268  1.74777  0.45778    7.8152  0.29604     0.01029  6361.44871   5303.88668  3.08138         3588.48971     16.87214    4e-05  59955.23341   1.8866   0.2623   6778322.10276  45.17402  18.08288  60052.24728    51.48378       44.50978   66.78339  69.25685   85.5     0.0734  -22.02183  0.99444 
  -15.23469  0.01418  1.58586      13.0595   1.4162  1.22006   6.14349  0.33779     0.01609  6934.81209   9473.15155  4.95353         2501.27542     16.52262    2e-05  59954.06939  1.76243  0.08712  25146309.36996  44.61897  18.04987  60054.52212    51.51758       44.51265   66.83316  76.62744   69.5    0.07201  -21.98759  0.99812 
  -12.05901  0.00253  1.42817     12.99804  1.36608  1.53008   9.21866  0.24522     0.01121  7869.19995   9235.85146  1.17159         2066.46217     18.09154  0.00069  59957.24506  3.40531   0.0233  26108164.18876  44.67799   18.0582   60057.5719    51.52478       44.50957   70.91107  77.49646   62.5    0.07914  -22.05217  0.99958 
  -14.08546  0.31582  1.75653     13.08788  1.79224   1.4251   7.69089  0.29015     0.01475  7677.62658   5021.30287  1.13648         3390.20789     19.22883  0.00941  59955.21862  2.70432  2.42896  34257707.30846  44.49817   18.0511   60053.2066    51.48038       44.49295   68.43761  72.54954   82.5    0.07326  -22.07111  0.95399 
  -15.24925  0.00653   1.5579     13.05628  1.72747  1.14498   6.77589  0.33475     0.01179   6953.5456   4964.32594   0.9357         3742.35025     18.94344  0.00488  59954.05482  1.95437  0.04426  30043148.04181  44.64343  18.03919   60057.5719    51.55891        44.5677    62.7876  73.25263   86.0    0.07185  -22.04611  0.99927 
  -16.22793  0.00167   1.8377     13.36754  1.87692  0.70002   7.34946    0.208     0.01559  7316.18916   4886.87956  0.03464         5679.27216      17.7258   0.0003  59953.07614  2.34667  0.01228  10832716.00056  44.97901  18.04963   60053.2066    51.48462       44.46145   69.25685  79.15068   83.5    0.07268  -22.02865  0.99976 
  -13.80484  0.25106  1.36694      13.0425   1.5019  0.73322    8.7808  0.22617     0.01042  7639.21834   4574.55656  0.57359         3679.15648     17.89753  0.00044  59955.49923  3.05674  2.20453  21426898.86619  44.84303  18.03067   60057.5719    51.52566       44.50947   73.38453  77.49646   84.5     0.0764  -22.05228   0.9648 
  -12.91374  0.02917  1.51572      13.2001  1.81121   0.5767   6.50356  0.31454     0.01163  7078.94946    4536.7122   3.0493         3064.89349      17.2777  0.00011  59956.39034  1.94409  0.18969  15374983.19674  44.97876  18.02901   60053.2066    51.55601       44.57126   61.83647  74.20376   89.0    0.07483  -22.01787  0.99695 
  -14.81408   0.0041  1.46413     13.29944   1.9228    0.448   6.41562  0.33066      0.0112  7227.31463   4355.57846  1.92297         2851.94786     17.14267    8e-05  59954.48999  1.99903  0.02629   9638723.43274   45.2376  18.03962  60056.29316    51.50332       44.48468   70.88784  77.51968   90.0    0.07042  -22.01263  0.99964 
  -14.93377  0.00253  1.30807     13.07925  1.74983  0.70339   6.41644  0.32364     0.01009  7420.62385    4761.1797  1.42148         2070.50086     17.01788    6e-05   59954.3703  2.10767  0.01627  19300932.21309    44.993  18.06242  60052.24728    51.47223       44.43289   69.25685  81.62414   86.0    0.06889   -22.0156   0.9998 
  -15.51346  0.00372  1.60682     13.30154  1.63387  0.62147   7.44222  0.31718     0.01456  7488.51215     4775.971  4.88409         2030.84869      16.8162    4e-05  59953.79062  2.48955  0.02769    9769854.5454  45.08024  18.05847   60053.2066    51.50274       44.49169   66.45434  79.08059   82.5    0.07143  -22.04252   0.9995 
  -13.19837  0.03366  1.69757     13.22494  1.89316  0.63688   7.88986  0.17279     0.01157  6935.46421   4376.22113  1.68694           3350.121     18.65156  0.00249   59956.1057  2.26385   0.2656  17979235.28074   44.8316  18.03233  60054.52212     51.5564       44.58145    62.7876  70.77917   92.5    0.07828  -21.99682  0.99499 
  -13.50825  0.11968  1.82753     13.22556  1.85098  1.01614   8.65698   0.1705     0.01398  7565.42472   4854.40609   0.1662           2993.975     19.14175   0.0077  59955.79582   2.9557  1.03607  20315465.52657  44.70469  18.05676  60056.29316    51.52012       44.52014   66.85348  74.13367   85.0    0.07458  -22.04322  0.98006 
  -16.40087  0.00187  1.60263     13.09198  1.40048  1.31637  12.04676  0.20634     0.01025   7026.7181   5102.22026  1.53193         3085.16016     17.22782    9e-05   59952.9032  3.54816  0.02256  21867121.03469  44.66566  18.06912  60051.47235    51.36652       44.35216   74.13976  76.74122   82.5    0.07185  -22.04767  0.99951 
  -18.35849  0.00432  1.89194     13.55425  2.09858  0.44805   8.62482  0.23157     0.01391  7644.91497   4383.16723  0.56966         2214.79984     18.52589  0.00186  59950.94558  3.00693  0.03728   5433178.11803   45.3019  18.04476  60054.52212    51.47606       44.44514   72.45354  80.90091   85.5    0.06987  -22.05958  0.99934 
  -17.78508  0.00156  1.42278     13.04698  1.66846  0.87125   6.96435  0.32257     0.01385  7677.98243   4562.69474  0.86816         2680.01983     18.73077  0.00299  59951.51899  2.44907  0.01089  25261246.19114  44.78243  18.00457  60060.62167     51.5465       44.55218   70.91107  72.54954   86.5    0.06788  -22.05535  0.99984 
  -13.31701  0.01016  2.16689     13.55125  1.80982  0.68529   8.91771  0.27343     0.01431  6613.70275   5973.24842  4.82564         2856.80125     18.14724  0.00078  59955.98706  2.32686  0.09064   6231971.73937  45.06018  18.01561   60057.5719    51.54125       44.56041   66.78339  69.25685   81.5    0.07321  -22.01545  0.99764 
  -14.07908   0.1338  1.47999     12.95946  1.29729   1.2085   7.00099  0.33656     0.01831  7422.97869   4952.51531   2.5634          3203.6747      17.3487  0.00012  59955.22499  2.30114  0.93675  31801989.34159  44.53891  18.06049  60055.18355    51.56824        44.6064   64.27678  66.81653   84.0    0.07231  -22.06881  0.97954 
  -13.72512  0.00528  1.85586     13.14074  2.01635  1.23143   7.30206  0.28324     0.01137  6849.00784   5249.19204  3.36823         3144.59802     17.15969    8e-05  59955.57895  2.04328  0.03856  33727965.45851  44.50833  18.07137   60053.2066    51.42167       44.41919   72.45354  73.48053   87.5    0.07321  -22.01279  0.99926 
  -14.84347  0.00134  1.65298      13.3507  1.69731   0.6985   8.13777  0.21557     0.01232  7193.03074   4750.82052  0.05619         5718.92312     20.00258  0.05589  59954.46061  2.51164  0.01087    8564674.0771  45.12936   18.0649  60054.52212    51.45809        44.4449    71.7303  76.67722   81.0     0.0768  -22.10099  0.99981 
  -15.04877  0.01692  1.62593     13.31343  1.65227  0.57048   6.98988  0.27628     0.01777  7742.36977   5172.11219   0.4311         3266.42782     17.19944    9e-05   59954.2553  2.49945  0.11829   9577386.34846  45.08348  18.03706  60056.29316    51.54079       44.54744   66.75024  74.23691   83.0    0.07563  -22.07103  0.99778 
  -17.49079  0.06827  1.61134     13.44966  1.60426  0.48221    9.4308  0.21765     0.01054  6897.87656   4763.29112  0.09953         5175.38268     19.58977   0.0216  59951.81328  2.67674  0.64383   4876910.44828   45.3716  18.03677  60056.29316    51.48833       44.47391   71.55763   76.8499   83.5    0.06874  -22.05418  0.98852 
  -14.75731   0.0116  1.56128     13.19692  1.66916  0.86956    6.5051   0.2525     0.01941  7852.63734   4975.50435  0.07388         5387.45385     20.42386  0.14743  59954.54677  2.39283  0.07544  15255773.27906  44.92095  18.05479   60053.2066    51.45091       44.42381   71.55763  79.32336   84.0    0.07582  -22.20922  0.99877 
  -15.69768  0.00318   1.6778     13.31195  1.56444  0.62813   7.17551  0.23762     0.02216  7900.67753   4589.97451  0.03897         5464.53768     18.58604  0.00214   59953.6064  2.67183  0.02281    9722099.2517  45.02597  18.03429  60054.52212    51.59565       44.61051   64.35971  74.15399   84.5    0.07479  -22.07282  0.99952 
  -14.85945  0.00377  1.69397     13.21084  1.42969   0.9319  10.45476  0.20856     0.01874  8035.44626   4732.05631  0.45422         3225.51766     17.14212    8e-05  59954.44463  4.02681  0.03939  14427484.09831  44.80708  18.06902  60056.29316     51.5394       44.53907   66.83316  74.15399   81.0     0.0713   -22.0958  0.99908 
  -13.10803  0.00275  1.75227     13.24042   1.9494  0.72358   9.34238  0.16775     0.01297  7884.54911   5105.45114  0.89016          2930.6906     17.96472  0.00051  59956.19605  3.46448  0.02573  18369113.96004  44.80746  18.06004   60057.5719    51.48698        44.4502   77.40045  80.90091   86.5    0.07548  -22.04183  0.99953 
  -12.13507  0.00228   1.9339     13.52971  1.79267  0.49026   7.04689  0.24827     0.02039  7671.62499    4952.4219  1.89683         2408.38094     18.99359  0.00547    59957.169    2.474  0.01606    5429547.2475  45.21471  18.07178   60053.2066    51.49966       44.49278   68.43761    75.023   83.0    0.07498  -22.04077  0.99964 
  -12.89772  0.42689  1.39432     12.98648  1.81545  1.01985   7.11271  0.27772     0.01094  7927.76798   4804.79079  0.92816            2019.29     19.33691  0.01207  59956.40636  2.66664  3.03633  34879469.49642  44.69654  18.05404  60056.29316    51.48296       44.47225   74.03108  74.37644   83.5    0.07541  -22.05326  0.96114 
  -14.50882  0.00369   1.9432     13.31819   1.8445  1.04058   8.04082  0.30384     0.01314  6842.48216   5172.12583  2.70815         2844.02912     16.68054    3e-05  59954.79526  2.24572  0.02967  14939919.56792  44.78334  18.05392   60057.5719     51.5186       44.52226   69.32694  74.13367   81.5    0.07336  -22.04772  0.99937 
  -14.08987   0.1641  1.17518     12.92505  1.32029  0.71773   5.42602   0.3051     0.01852  7994.96685   5000.31202  0.00485         4234.44153     16.24646    1e-05   59955.2142  2.06891  0.89043  23910322.42948  44.87072  18.07158  60054.52212     51.4882       44.47776   66.85348  76.60713   85.0    0.07246   -22.0468  0.98667 
  -17.07124  0.00994   2.1797      13.6713  2.16457  0.57741   8.37767  0.32309     0.01088  6515.76287   6445.71071  1.53312         3046.56145      18.9096  0.00451  59952.23283  2.12169  0.08327    4338922.0823  45.29004  18.05553  60055.31023    51.49656       44.48334    72.5362  78.34478   80.5    0.07047  -22.00752  0.99832 
  -12.21086  0.12185  1.71063     13.33449  1.61048  0.55788   7.72271  0.29989     0.01032  6462.17113   4829.63495  4.75039         3223.18586      19.0078  0.00566  59957.09322  1.92377  0.94103   9377978.33889  45.03738  18.07063   60053.2066    51.50925       44.49346   69.25685  76.67722   84.0    0.07508   -22.0216  0.98004 
   -15.2952  0.00366  1.63509      13.2672  1.95048  0.64558   7.11948  0.24718     0.01347  7645.86823   4741.90883  1.72553         2007.25266     17.59925  0.00022  59954.00887  2.48273  0.02603  14146418.37348  44.98125  18.06826  60052.24728    51.51855       44.50795   66.78339  76.67722   86.5    0.07204  -22.03847  0.99959 
  -15.11469  0.41316  1.47787      12.9781  1.63194  1.19368   6.63383  0.32377     0.01208  6957.24925    4934.9521  1.13864         3403.11372     19.64829  0.02472  59954.18939  1.91543  2.74082  36610095.49098  44.57867  18.05454  60055.31023    51.53367       44.52281   66.78339  76.67722   88.0    0.06961  -22.04312  0.95615 
  -14.24428  0.01399   1.7303     13.32166  1.44626  0.56344   9.04721  0.20907      0.0138  6733.49871   4961.00689    2.706         3459.97838     17.46061  0.00016  59955.05979  2.44694  0.12661   9140945.71424  44.99186  18.05948  60056.29316    51.46597       44.43161   72.45354  80.90091   85.5    0.07244  -22.03804  0.99678 
   -15.5825  0.13366  1.49691     13.39299  1.62543  0.41188   7.84466  0.30428     0.01261  7623.58416   5142.10918   0.6851         2696.37167     16.56614    2e-05  59953.72158  2.71969  1.04852   5535915.54653  45.38623  18.03296   60057.5719     51.4913        44.4761   70.06275  78.34478   84.0    0.07104  -22.05306  0.98302 
  -14.90674  0.11134  1.90059     13.19701  2.00039  1.32606   9.58754  0.24963     0.01394  8003.40936   5072.59352  3.31943         2154.17587     18.92038  0.00462  59954.39733   3.6634  1.06744  27082521.88897  44.57949  18.06368   60053.2066    51.51914        44.5077   64.35971  76.62744   82.0    0.07127  -22.07924  0.97998 
  -15.33069  0.00214  1.19049     12.74964  1.11624  1.55075   6.07161  0.33998     0.01659  7076.72919   5318.24009  3.31602         2708.45067     16.81669    4e-05  59953.97338  1.81383    0.013   46531745.5381   44.4974  18.03187  60054.52212    51.43572       44.40847    72.0544  80.90091   89.0    0.06966   -22.0283  0.99976 
  -14.10061  0.01451  1.60053     13.09198   1.6898  1.05159    7.6404  0.27351     0.01264  7345.67226    5230.1747  4.02801         2386.97299     16.14989    1e-05  59955.20347  2.45927  0.11084  26315861.13252  44.66794  18.05613  60056.29316    51.50789       44.49145   66.85348  79.08059   85.0    0.07019  -22.03368  0.99802 
  -13.96146   0.3417  1.52415     12.96085  1.65536  1.34601   8.62183  0.20217     0.01242  7768.22735   4965.08894  0.17061         4354.41643     16.83054    4e-05  59955.34262  3.10363  2.94607  42762122.72414  44.49062   18.0824   60053.2066    51.54466        44.5448    62.7876  75.72609   85.0    0.07462  -22.04406  0.95037 
  -14.68074  0.09193  1.69594     13.14372  1.66304  1.25045   9.53326  0.24952      0.0104  7478.52068   6237.01334  0.76225         3247.35307     17.37791  0.00013  59954.62333  3.18053  0.87635  22913517.76968  44.67084  18.03739   60057.5719    51.50192       44.48081   70.88784  79.99314   80.5    0.07778  -22.03714  0.98335 
  -13.69038  0.03093  1.37114     13.00198   1.5512  0.79741   7.99905  0.27423     0.01243  7747.49108   4678.97778  3.37652         2627.71835     17.64885  0.00025   59955.6137   2.8641  0.24743  26833869.05766  44.75667  18.06513  60054.52212    51.53318        44.5313   66.05774  74.92941   87.0    0.07164  -22.04132  0.99597 
  -17.54783  0.00215  2.19264     13.79386  2.15749   0.3698    7.9544  0.30046     0.01737  7349.78101    4635.5486  0.73777         2995.32211     17.16855    8e-05  59951.75624  2.56321  0.01706    2488695.9452  45.52489  18.06648  60054.52212    51.53405       44.52949   69.25685  74.20376   82.0    0.07141  -22.04735  0.99964 
  -15.51133  0.03349  1.73893     13.19591  1.87608  1.30011   6.74743  0.29338     0.01898  7821.16337   5075.37319  0.12565         2237.71578     20.26757  0.10287  59953.79275  2.46212  0.22599   21370674.1076  44.73171  18.07207  60049.19606     51.4217        44.3631   71.33117  86.57106   81.5    0.07545  -22.16393  0.99621 
   -13.9118  0.00568  1.84342     13.40906  1.65344  0.56145   8.31836  0.28657     0.01438   7091.9675   5006.59678  3.02789         3277.27478     17.47774  0.00017  59955.39228  2.49573  0.04722    7931151.2271  45.05665    18.057  60055.31023    51.58219       44.59056   66.83316  74.15399   82.5    0.07511  -22.05305   0.9989 
  -13.85165  0.08077  1.94289      13.2714  1.91909  0.94415   9.09431  0.25027     0.01522  7768.32434   4769.14704  1.51606         3266.00634     17.35566  0.00013  59955.45243   3.2738  0.73458  19275806.72913  44.69003   18.0641  60054.52212    51.51571       44.50536   66.78339  76.67722   83.0    0.07542  -22.09419  0.98461 
  -16.05433  0.05164  1.66385     13.22674  1.78885  0.90249   7.35489  0.33744     0.01175  7048.80042   4716.56325  2.91442         2256.00249     19.35046  0.01245  59953.24975  2.17988  0.37977   16185510.6262  44.87007  18.05285  60055.18355    51.49512       44.48729   68.43761    75.023   85.0    0.06667  -22.02475  0.99363 
  -12.01052  0.42751  1.58993     13.11599  1.68123  1.18073   7.78921  0.33045     0.01047  7880.14896   6556.39913  2.73609         2147.55814     16.45958    2e-05  59957.29356  2.88529  3.32994   23132613.2482  44.72749  18.05175  60054.52212    51.49067       44.47703   69.25685  79.15068   77.0    0.07753  -22.03747  0.94672 
  -13.68453  0.00134  1.76822     13.14515  1.77131  1.01524   6.37134   0.2662     0.01336  6559.19171   5124.25188  2.71153         3052.84602     18.47674  0.00167  59955.61954  1.63515  0.00851  26355790.94266  44.60119  18.04649  60055.18355    51.52854       44.53104   66.83316  76.62744   89.0    0.07523  -21.97944  0.99982 
  -17.59343  0.00943   1.5866       13.446  1.62255  0.46157   8.47816  0.22031     0.01067  6719.32976    4984.3899  0.04225          4911.5235     16.46245    2e-05  59951.71065  2.28339  0.07992   4863461.94171  45.39117  18.06887  60049.98359    51.54735       44.54115    62.7876  75.72609   85.0    0.06685  -22.00694  0.99861 
  -16.03096  0.00271  2.06281     13.61544  1.89042  0.52053  10.45351  0.19124      0.0141  7726.22091   7355.17586  0.24314          3073.8281     17.14531    8e-05  59953.27312  3.72241  0.02829   4389469.02903  45.27407  18.08428   60053.2066    51.48606       44.45087   69.25685  81.62414   74.5    0.07837  -22.04309  0.99936 
  -16.71317  0.00857  2.07989     13.35828   1.8854  1.20785   8.34455  0.27234     0.01774  7559.96542   5845.22609  0.55753         2876.06067     18.34813  0.00124   59952.5909  2.84492  0.07151  14545859.81937  44.74543  18.06091  60055.18355    51.49863       44.48311   70.91107  77.49646   79.5    0.07702  -22.03722  0.99837 
  -14.70511  0.26311  1.58461     13.15254  1.71249   0.8589   7.21915  0.33343     0.01235   7233.5055   4944.21301  4.80735          2302.3477     18.61252  0.00228  59954.59896  2.25326  1.89941  19778788.75808  44.80643  18.04236  60056.29316     51.4922       44.48655   69.25685  76.67722   85.5     0.0698  -22.02868  0.96843 
  -14.11608  0.00286  1.88085      13.1961  1.88737  1.38447   7.58789  0.28944     0.01631  7679.37036   5202.58218  1.38853         2785.08012      19.3364  0.01205    59955.188  2.66931  0.02172  25128903.07618  44.59582  18.06586  60054.52212    51.53373       44.53414   64.35971  76.62744   81.5    0.07611  -22.06928  0.99957 
  -13.36956  0.45026  1.55966     13.12167  1.75983   0.8813   5.70692  0.28147     0.01672  7637.65393      4515.51  0.81896         2354.29721     19.89824  0.04395  59955.93451  1.98586  2.56957  22699299.11897  44.77225  18.05078  60056.29316    51.53353       44.53007   66.83316  76.62744   86.5    0.07554  -22.07093  0.95963 
  -13.08238   0.0061  1.54588     12.96551  1.52231  1.28659   6.87754  0.28938     0.01126  6510.51495   4918.40527  3.85053         3246.94847     16.47044    2e-05   59956.2217  1.73896  0.04196  39595496.09118  44.47535  18.05846   60053.2066    51.47425       44.45308   70.06275  78.34478   87.5    0.07421  -22.00329  0.99915 
  -13.03584  0.12107  2.09801     13.53767  1.87123  0.66209  11.13557   0.2115     0.01352  7588.24494   5452.42717  3.90869         2166.38818     16.96047    5e-05  59956.26823  3.82492  1.34814   6430033.80833  45.08914  18.04878  60056.29316     51.5088        44.5052   66.85348  76.60713   79.5    0.07113  -22.04965  0.96919 
  -12.44102  0.15183  1.56101     13.19298  1.76721  0.66272   6.97368  0.29272     0.01273   7427.8318   4597.00259  2.47385         2761.62294     19.14425  0.00774  59956.86306  2.29516  1.05879   16441659.3952  44.91338  18.02595  60056.29316    51.53672       44.52803   66.78339  76.67722   87.0    0.07407  -22.03633  0.98248 
   -14.3325  0.06276  1.27801     12.92686  1.69508  0.87248   6.13442  0.24908      0.0132  7802.03806    4868.5974  0.27593         2148.65604      16.6829    3e-05  59954.97158   2.2275  0.38498  36004231.16564  44.72861  18.05849   60053.2066    51.41558       44.38008   74.13976  81.68814   87.0    0.07303  -22.00852  0.99494 
  -16.90671  0.00165  1.78295     13.30807  1.76904  0.91333  10.39333  0.20779     0.01082  7515.93988   9001.07678  0.00541         4934.91947     18.74404  0.00308  59952.39736  3.50226  0.01714  12638149.03144  44.91262  18.04011   60057.5719     51.5369       44.54218   69.25685  74.20376   63.5    0.07717  -22.04587  0.99968 
   -17.6304  0.00708  1.54861     13.14414  1.63195  0.99089   7.58932  0.27951     0.01544  7601.97731   9792.22593  0.05161         5943.94268     19.99089   0.0544  59951.67367  2.61627  0.05371  18711915.30587  44.82955  18.05881   60053.2066    51.48237       44.43927   70.06275   83.2917   62.5    0.07049  -22.13626   0.9991 
  -14.82675  0.01438  1.33383     12.86425  1.42293  1.27924   6.60473  0.33557     0.02037  8348.74009   4810.84046  2.28309         2186.19803     18.06823  0.00065  59954.47733  2.74615  0.09498  43924672.52131  44.52912  18.07274  60054.52212    51.47843       44.45851    72.5362  78.34478   84.0    0.07209  -22.08781  0.99839 
  -13.45598  0.33705  1.84351      13.4078    1.689  0.63992   8.19074  0.23216     0.01286  6697.63668   5133.31305  1.44315         3105.11562     19.92581  0.04683  59955.84809  2.19176  2.76066   8149549.77448  45.05405  18.03226   60057.5719    51.50999       44.49953    71.7303  76.67722   85.5    0.07056  -22.06198  0.94285 
  -13.11657  0.02373  1.50848     12.97437  1.67749  1.54494   6.36178  0.30312     0.01248  7051.35544   5198.31175  2.82775         2508.99522     17.60676  0.00022   59956.1875  1.88691  0.15093  39885451.60411  44.53561  18.04702  60056.29316    51.45162       44.41903   77.27949  81.02187   89.0    0.07202   -22.0006  0.99751 
  -13.92129  0.00157  1.67219     13.05099  1.75609  1.40809   7.73046  0.24428     0.01345  7354.84578   4913.69708  2.48388         2714.84194     16.63984    2e-05  59955.38279  2.49448  0.01212  36054421.95732  44.50986  18.04582   60053.2066    51.49486       44.47872   68.43761  77.49646   87.5    0.07385  -22.03851  0.99977 
