          MJD      Mag      Raw  MagErr  Telescope  Instrument  Filter     UL  System  Ignore               Source 
 60328.466229  19.9851  20.1383    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60329.387042   19.543  19.6962    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60330.350555  19.4791  19.6323    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60335.563355  18.8839  19.0371    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60337.439349  19.8632  20.0164    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60338.461438  19.6323  19.7855    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
  60340.40422  19.7513  19.9045    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60341.410857   20.012  20.1652    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
 60343.403891  19.8898   20.043    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60344.380905  20.0527  20.2059    -1.0      ATLAS       ATLAS  orange   True      AB   False  2018PASP..130f4505T 
  60345.38016  20.5619  20.7712    -1.0      ATLAS       ATLAS    cyan   True      AB   False  2018PASP..130f4505T 
 60346.386627  20.4555  20.6649    -1.0      ATLAS       ATLAS    cyan   True      AB   False  2018PASP..130f4505T 
 60347.392689  20.4903  20.6996    -1.0      ATLAS       ATLAS    cyan   True      AB   False  2018PASP..130f4505T 
 60349.391224   20.579  20.7883    -1.0      ATLAS       ATLAS    cyan   True      AB   False  2018PASP..130f4505T 
 60350.397385  20.4702  20.6795    -1.0      ATLAS       ATLAS    cyan   True      AB    True  2018PASP..130f4505T 
 60353.360596  20.5066  20.7159    -1.0      ATLAS       ATLAS    cyan   True      AB    True  2018PASP..130f4505T 
 60354.336629  20.1968    20.35    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60358.360442  19.5665  19.7197    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60363.377756  19.3556  19.5088    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60365.413085   18.997  19.1502    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60366.407512   19.968  20.1212    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
   60367.3829  19.8876  20.0408    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
  60368.36144  19.9482  20.1014    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60370.378935  19.7764  19.9296    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60371.384297  20.3743  20.5275    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60375.328335  19.6068    19.76    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60381.318043  21.1416  21.3802    -1.0       FLWO   KeplerCam       g   True      AB    True             ThisWork 
 60381.329421  21.5467  21.7172    -1.0       FLWO   KeplerCam       r   True      AB    True             ThisWork 
 60381.340706  21.8942  22.0221  0.2017       FLWO   KeplerCam       i  False      AB    True             ThisWork 
 60384.288651  20.2387  20.3919    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60386.265547  19.7351  19.8883    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60390.320853  19.2619  19.4151    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60391.205296  20.1909  20.3614    -1.0       FLWO   KeplerCam       r   True      AB    True             ThisWork 
  60391.21672  20.0133  20.1412    -1.0       FLWO   KeplerCam       i   True      AB    True             ThisWork 
  60391.33189  19.7486  19.9018    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60392.332954  19.6282  19.7814    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60393.336756  19.1129  19.2661    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60394.336677  19.4779  19.6311    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60396.398193  19.8268    19.98    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60398.336258  19.9334  20.0866    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60399.172048  21.4679  21.7065    -1.0       FLWO   KeplerCam       g   True      AB    True             ThisWork 
 60399.183364  21.7461  21.9166    0.21       FLWO   KeplerCam       r  False      AB    True             ThisWork 
 60399.194583  20.6439  20.7719    -1.0       FLWO   KeplerCam       i   True      AB    True             ThisWork 
  60399.28117  20.3141  20.4673    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60400.346206  19.8023  19.9555    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60401.342531  20.3851  20.5944    -1.0      ATLAS       ATLAS    cyan   True      AB    True  2018PASP..130f4505T 
 60402.281635  17.9575  18.1107    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60405.302925  18.4109  18.5642    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60407.179545  20.4237  20.6623    -1.0       FLWO   KeplerCam       g   True      AB    True             ThisWork 
 60407.191323  20.9041  21.0746    -1.0       FLWO   KeplerCam       r   True      AB    True             ThisWork 
 60408.283711  19.6342  19.7874    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60410.122229  21.8519  22.0905    -1.0       FLWO   KeplerCam       g   True      AB    True             ThisWork 
 60410.133788  22.0189  22.1894    -1.0       FLWO   KeplerCam       r   True      AB    True             ThisWork 
 60410.145451  21.5294  21.6573    -1.0       FLWO   KeplerCam       i   True      AB    True             ThisWork 
 60411.123244  21.9967  22.2353  0.1784       FLWO   KeplerCam       g  False      AB    True             ThisWork 
 60411.134892  22.0497  22.2202  0.1589       FLWO   KeplerCam       r  False      AB    True             ThisWork 
 60411.146624  21.2437  21.3716    -1.0       FLWO   KeplerCam       i   True      AB    True             ThisWork 
 60411.292717   19.388  19.5412    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60412.123723   22.295  22.5336   0.345       FLWO   KeplerCam       g  False      AB    True             ThisWork 
 60412.135424  21.9505   22.121    -1.0       FLWO   KeplerCam       r   True      AB    True             ThisWork 
 60412.146736   21.484  21.6119    -1.0       FLWO   KeplerCam       i   True      AB    True             ThisWork 
 60417.276322  19.7117  19.8649    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60418.276392   19.996  20.1492    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60421.307668  19.5496  19.7028    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
  60422.30879  19.9797  20.1329    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60426.306859  19.5858   19.739    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60431.319527  19.9826  20.1358    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60437.297007  19.6358   19.789    -1.0      ATLAS       ATLAS  orange   True      AB    True  2018PASP..130f4505T 
 60677.126425  22.0881  22.3267  0.2236       FLWO   KeplerCam       g  False      AB    True             ThisWork 
 60677.527912  21.4194  21.5899  0.1366       FLWO   KeplerCam       r  False      AB    True             ThisWork 
 60677.667656  21.2536  21.3815  0.1673       FLWO   KeplerCam       i  False      AB    True             ThisWork 
