       MJD   Upper    Mean   Lower  Cenwave  Zeropoint  Filter 
 60077.287  18.154  18.133  18.105  6366.38     3631.0       r 
 60077.287  18.157  18.132  18.106  6629.82     3631.0  orange 
 60077.287   18.26  18.235  18.206  5182.42     3631.0    cyan 
 60077.287  18.355  18.323  18.295  4746.48     3631.0       g 
  60078.92  18.166  18.145  18.116  6366.38     3631.0       r 
  60078.92  18.167  18.142  18.115  6629.82     3631.0  orange 
  60078.92   18.28  18.254  18.223  5182.42     3631.0    cyan 
  60078.92  18.379  18.347  18.316  4746.48     3631.0       g 
  60081.97  18.188  18.164  18.135  6629.82     3631.0  orange 
  60081.97   18.19  18.169  18.139  6366.38     3631.0       r 
  60081.97  18.317   18.29  18.258  5182.42     3631.0    cyan 
  60081.97  18.424  18.392  18.359  4746.48     3631.0       g 
  60085.02  18.213   18.19  18.156  6629.82     3631.0  orange 
  60085.02  18.219  18.196  18.163  6366.38     3631.0       r 
  60085.02  18.357  18.328  18.296  5182.42     3631.0    cyan 
  60085.02  18.472   18.44  18.403  4746.48     3631.0       g 
  60088.07  18.241  18.215   18.18  6629.82     3631.0  orange 
  60088.07  18.248  18.224   18.19  6366.38     3631.0       r 
  60088.07    18.4   18.37  18.336  5182.42     3631.0    cyan 
  60088.07  18.524  18.489   18.45  4746.48     3631.0       g 
 60091.119  18.269  18.242  18.207  6629.82     3631.0  orange 
 60091.119  18.283  18.254  18.219  6366.38     3631.0       r 
 60091.119  18.445  18.414  18.379  5182.42     3631.0    cyan 
 60091.119  18.578  18.541    18.5  4746.48     3631.0       g 
 60094.169  18.299   18.27  18.235  6629.82     3631.0  orange 
 60094.169  18.317  18.286   18.25  6366.38     3631.0       r 
 60094.169  18.493   18.46  18.424  5182.42     3631.0    cyan 
 60094.169  18.634  18.595  18.552  4746.48     3631.0       g 
 60097.219  18.334    18.3  18.265  6629.82     3631.0  orange 
 60097.219  18.354  18.319  18.283  6366.38     3631.0       r 
 60097.219  18.541  18.508  18.472  5182.42     3631.0    cyan 
 60097.219  18.693  18.652  18.608  4746.48     3631.0       g 
 60100.269  18.369  18.332  18.297  6629.82     3631.0  orange 
 60100.269  18.394  18.355  18.318  6366.38     3631.0       r 
 60100.269  18.593  18.557  18.521  5182.42     3631.0    cyan 
 60100.269  18.753  18.709  18.666  4746.48     3631.0       g 
 60103.319  18.404  18.365  18.329  6629.82     3631.0  orange 
 60103.319  18.433  18.393  18.355  6366.38     3631.0       r 
 60103.319  18.647  18.609  18.571  5182.42     3631.0    cyan 
 60103.319  18.814   18.77  18.723  4746.48     3631.0       g 
 60106.368  18.441  18.401  18.363  6629.82     3631.0  orange 
 60106.368  18.472  18.432  18.394  6366.38     3631.0       r 
 60106.368    18.7  18.662  18.624  5182.42     3631.0    cyan 
 60106.368  18.878  18.832  18.783  4746.48     3631.0       g 
 60109.418  18.479  18.439  18.399  6629.82     3631.0  orange 
 60109.418  18.515  18.472  18.434  6366.38     3631.0       r 
 60109.418  18.755  18.717  18.676  5182.42     3631.0    cyan 
 60109.418  18.943  18.898  18.846  4746.48     3631.0       g 
 60112.468  18.517  18.478  18.438  6629.82     3631.0  orange 
 60112.468  18.558  18.515  18.475  6366.38     3631.0       r 
 60112.468  18.811   18.77  18.732  5182.42     3631.0    cyan 
 60112.468  19.011  18.964  18.911  4746.48     3631.0       g 
 60115.518   18.56  18.519  18.477  6629.82     3631.0  orange 
 60115.518  18.601  18.558  18.519  6366.38     3631.0       r 
 60115.518  18.867   18.83   18.79  5182.42     3631.0    cyan 
 60115.518   19.08   19.03  18.978  4746.48     3631.0       g 
 60118.567  18.602  18.559  18.519  6629.82     3631.0  orange 
 60118.567  18.647  18.602  18.564  6366.38     3631.0       r 
 60118.567  18.926  18.888  18.848  5182.42     3631.0    cyan 
 60118.567   19.15    19.1  19.046  4746.48     3631.0       g 
 60121.617  18.645  18.601  18.561  6629.82     3631.0  orange 
 60121.617  18.695  18.648  18.611  6366.38     3631.0       r 
 60121.617  18.987  18.948  18.908  5182.42     3631.0    cyan 
 60121.617  19.219  19.171  19.109  4746.48     3631.0       g 
 60124.667  18.691  18.644  18.605  6629.82     3631.0  orange 
 60124.667  18.745  18.693  18.658  6366.38     3631.0       r 
 60124.667   19.05   19.01   18.97  5182.42     3631.0    cyan 
 60124.667  19.291  19.244  19.178  4746.48     3631.0       g 
 60127.717  18.738  18.689   18.65  6629.82     3631.0  orange 
 60127.717  18.793  18.742  18.705  6366.38     3631.0       r 
 60127.717  19.112  19.072   19.03  5182.42     3631.0    cyan 
 60127.717  19.364   19.32  19.251  4746.48     3631.0       g 
 60130.766  18.784  18.733  18.696  6629.82     3631.0  orange 
 60130.766  18.842  18.791  18.755  6366.38     3631.0       r 
 60130.766  19.177  19.137  19.093  5182.42     3631.0    cyan 
 60130.766  19.442  19.396  19.328  4746.48     3631.0       g 
 60133.816  18.828  18.778  18.742  6629.82     3631.0  orange 
 60133.816  18.894  18.841  18.805  6366.38     3631.0       r 
 60133.816  19.242  19.202  19.156  5182.42     3631.0    cyan 
 60133.816  19.519  19.472  19.406  4746.48     3631.0       g 
 60136.866  18.879  18.825  18.789  6629.82     3631.0  orange 
 60136.866  18.943  18.891  18.856  6366.38     3631.0       r 
 60136.866  19.308  19.269   19.22  5182.42     3631.0    cyan 
 60136.866  19.599   19.55  19.485  4746.48     3631.0       g 
 60139.916   18.93  18.872  18.836  6629.82     3631.0  orange 
 60139.916  18.995  18.942  18.908  6366.38     3631.0       r 
 60139.916  19.376  19.338  19.289  5182.42     3631.0    cyan 
 60139.916  19.679   19.63  19.562  4746.48     3631.0       g 
 60142.966  18.975   18.92  18.886  6629.82     3631.0  orange 
 60142.966  19.049  18.994  18.963  6366.38     3631.0       r 
 60142.966  19.446  19.407  19.355  5182.42     3631.0    cyan 
 60142.966  19.761  19.712  19.642  4746.48     3631.0       g 
 60146.015  19.026  18.967  18.938  6629.82     3631.0  orange 
 60146.015  19.099  19.047  19.019  6366.38     3631.0       r 
 60146.015   19.52  19.479  19.424  5182.42     3631.0    cyan 
 60146.015  19.845  19.793  19.721  4746.48     3631.0       g 
 60149.065  19.076  19.019   18.99  6629.82     3631.0  orange 
 60149.065  19.154  19.102  19.075  6366.38     3631.0       r 
 60149.065  19.592   19.55  19.495  5182.42     3631.0    cyan 
 60149.065  19.926  19.875  19.804  4746.48     3631.0       g 
 60152.115  19.129  19.071  19.041  6629.82     3631.0  orange 
 60152.115  19.207  19.157  19.132  6366.38     3631.0       r 
 60152.115  19.662   19.62  19.562  5182.42     3631.0    cyan 
 60152.115  20.013   19.96  19.884  4746.48     3631.0       g 
 60155.165  19.181  19.124  19.094  6629.82     3631.0  orange 
 60155.165  19.261  19.214  19.189  6366.38     3631.0       r 
 60155.165  19.733   19.69  19.634  5182.42     3631.0    cyan 
 60155.165  20.098  20.045  19.965  4746.48     3631.0       g 
 60158.214  19.231  19.176  19.147  6629.82     3631.0  orange 
 60158.214  19.313  19.271  19.247  6366.38     3631.0       r 
 60158.214  19.807  19.763  19.706  5182.42     3631.0    cyan 
 60158.214  20.184  20.133  20.045  4746.48     3631.0       g 
 60161.264  19.283  19.229  19.203  6629.82     3631.0  orange 
 60161.264  19.368  19.329  19.304  6366.38     3631.0       r 
 60161.264   19.88  19.837  19.774  5182.42     3631.0    cyan 
 60161.264  20.272  20.219  20.127  4746.48     3631.0       g 
 60164.314  19.333  19.283  19.258  6629.82     3631.0  orange 
 60164.314  19.428  19.387  19.362  6366.38     3631.0       r 
 60164.314  19.956  19.911  19.844  5182.42     3631.0    cyan 
 60164.314  20.363  20.305  20.211  4746.48     3631.0       g 
 60164.494  19.336  19.287  19.261  6629.82     3631.0  orange 
 60164.494  19.431   19.39  19.365  6366.38     3631.0       r 
 60164.494   19.96  19.915  19.848  5182.42     3631.0    cyan 
 60164.494  20.368   20.31  20.215  4746.48     3631.0       g 
 60167.364  19.387  19.337  19.312  6629.82     3631.0  orange 
 60167.364  19.489  19.446  19.419  6366.38     3631.0       r 
 60167.364  20.034  19.985  19.916  5182.42     3631.0    cyan 
 60167.364  20.456  20.391  20.283  4746.48     3631.0       g 
 60168.494  19.407  19.358  19.332  6629.82     3631.0  orange 
 60168.494  19.511  19.467   19.44  6366.38     3631.0       r 
 60168.494  20.063  20.013  19.939  5182.42     3631.0    cyan 
 60168.494  20.491  20.424  20.315  4746.48     3631.0       g 
 60168.496  19.407  19.358  19.332  6629.82     3631.0  orange 
 60168.496  19.511  19.467  19.441  6366.38     3631.0       r 
 60168.496  20.063  20.013  19.939  5182.42     3631.0    cyan 
 60168.496  20.491  20.424  20.315  4746.48     3631.0       g 
 60168.499  19.407  19.358  19.332  6629.82     3631.0  orange 
 60168.499  19.511  19.467  19.441  6366.38     3631.0       r 
 60168.499  20.063  20.014  19.939  5182.42     3631.0    cyan 
 60168.499  20.491  20.424  20.315  4746.48     3631.0       g 
 60168.501  19.407  19.358  19.333  6629.82     3631.0  orange 
 60168.501  19.511  19.467  19.441  6366.38     3631.0       r 
 60168.501  20.063  20.014  19.939  5182.42     3631.0    cyan 
 60168.501  20.491  20.424  20.315  4746.48     3631.0       g 
 60168.504  19.407  19.358  19.333  6629.82     3631.0  orange 
 60168.504  19.511  19.467  19.441  6366.38     3631.0       r 
 60168.504  20.063  20.014  19.939  5182.42     3631.0    cyan 
 60168.504  20.491  20.424  20.315  4746.48     3631.0       g 
 60169.496  19.425  19.377   19.35  6629.82     3631.0  orange 
 60169.496  19.528  19.486  19.459  6366.38     3631.0       r 
 60169.496  20.087  20.038  19.959  5182.42     3631.0    cyan 
 60169.496  20.516  20.452  20.337  4746.48     3631.0       g 
 60169.499  19.425  19.377   19.35  6629.82     3631.0  orange 
 60169.499  19.528  19.486  19.459  6366.38     3631.0       r 
 60169.499  20.087  20.038  19.959  5182.42     3631.0    cyan 
 60169.499  20.516  20.452  20.337  4746.48     3631.0       g 
 60169.501  19.425  19.377   19.35  6629.82     3631.0  orange 
 60169.501  19.528  19.486  19.459  6366.38     3631.0       r 
 60169.501  20.087  20.038  19.959  5182.42     3631.0    cyan 
 60169.501  20.516  20.452  20.337  4746.48     3631.0       g 
 60170.414  19.441  19.394  19.366  6629.82     3631.0  orange 
 60170.414  19.545  19.504  19.477  6366.38     3631.0       r 
 60170.414  20.109  20.061   19.98  5182.42     3631.0    cyan 
 60170.414  20.543  20.478  20.355  4746.48     3631.0       g 
 60170.497  19.443  19.396  19.368  6629.82     3631.0  orange 
 60170.497  19.547  19.506  19.478  6366.38     3631.0       r 
 60170.497  20.111  20.063  19.982  5182.42     3631.0    cyan 
 60170.497  20.546   20.48  20.357  4746.48     3631.0       g 
 60170.499  19.443  19.396  19.368  6629.82     3631.0  orange 
 60170.499  19.547  19.506  19.478  6366.38     3631.0       r 
 60170.499  20.111  20.063  19.982  5182.42     3631.0    cyan 
 60170.499  20.546   20.48  20.357  4746.48     3631.0       g 
 60170.502  19.443  19.396  19.368  6629.82     3631.0  orange 
 60170.502  19.547  19.506  19.478  6366.38     3631.0       r 
 60170.502  20.111  20.063  19.983  5182.42     3631.0    cyan 
 60170.502  20.546  20.481  20.357  4746.48     3631.0       g 
 60170.504  19.443  19.396  19.368  6629.82     3631.0  orange 
 60170.504  19.547  19.506  19.478  6366.38     3631.0       r 
 60170.504  20.111  20.063  19.983  5182.42     3631.0    cyan 
 60170.504  20.546  20.481  20.357  4746.48     3631.0       g 
 60170.506  19.443  19.396  19.368  6629.82     3631.0  orange 
 60170.506  19.547  19.506  19.478  6366.38     3631.0       r 
 60170.506  20.111  20.063  19.983  5182.42     3631.0    cyan 
 60170.506  20.546  20.481  20.357  4746.48     3631.0       g 
 60171.497  19.461  19.415  19.386  6629.82     3631.0  orange 
 60171.497  19.566  19.526  19.497  6366.38     3631.0       r 
 60171.497  20.137  20.088  20.006  5182.42     3631.0    cyan 
 60171.497  20.576  20.509  20.382  4746.48     3631.0       g 
 60171.499  19.461  19.415  19.386  6629.82     3631.0  orange 
 60171.499  19.566  19.526  19.497  6366.38     3631.0       r 
 60171.499  20.137  20.088  20.007  5182.42     3631.0    cyan 
 60171.499  20.576  20.509  20.382  4746.48     3631.0       g 
 60171.502  19.461  19.415  19.386  6629.82     3631.0  orange 
 60171.502  19.566  19.526  19.497  6366.38     3631.0       r 
 60171.502  20.137  20.088  20.007  5182.42     3631.0    cyan 
 60171.502  20.576  20.509  20.382  4746.48     3631.0       g 
 60173.463  19.497  19.454   19.42  6629.82     3631.0  orange 
 60173.463  19.606  19.565  19.534  6366.38     3631.0       r 
 60173.463  20.188  20.138  20.045  5182.42     3631.0    cyan 
 60173.463  20.636  20.565  20.429  4746.48     3631.0       g 
 60173.498  19.497  19.454  19.421  6629.82     3631.0  orange 
 60173.498  19.606  19.565  19.535  6366.38     3631.0       r 
 60173.498  20.189  20.139  20.046  5182.42     3631.0    cyan 
 60173.498  20.637  20.566  20.429  4746.48     3631.0       g 
 60173.501  19.498  19.455  19.421  6629.82     3631.0  orange 
 60173.501  19.606  19.565  19.535  6366.38     3631.0       r 
 60173.501  20.189  20.139  20.046  5182.42     3631.0    cyan 
 60173.501  20.637  20.566  20.429  4746.48     3631.0       g 
 60173.503  19.498  19.455  19.421  6629.82     3631.0  orange 
 60173.503  19.606  19.565  19.535  6366.38     3631.0       r 
 60173.503  20.189  20.139  20.046  5182.42     3631.0    cyan 
 60173.503  20.637  20.566  20.429  4746.48     3631.0       g 
 60173.505  19.498  19.455  19.421  6629.82     3631.0  orange 
 60173.505  19.606  19.565  19.535  6366.38     3631.0       r 
 60173.505  20.189  20.139  20.046  5182.42     3631.0    cyan 
 60173.505  20.638  20.566  20.429  4746.48     3631.0       g 
 60173.508  19.498  19.455  19.421  6629.82     3631.0  orange 
 60173.508  19.606  19.565  19.535  6366.38     3631.0       r 
 60173.508  20.189  20.139  20.046  5182.42     3631.0    cyan 
 60173.508  20.638  20.566  20.429  4746.48     3631.0       g 
 60174.501  19.517  19.472  19.439  6629.82     3631.0  orange 
 60174.501  19.627  19.585  19.553  6366.38     3631.0       r 
 60174.501  20.214  20.164  20.065  5182.42     3631.0    cyan 
 60174.501  20.669  20.595  20.443  4746.48     3631.0       g 
 60174.506  19.517  19.472  19.439  6629.82     3631.0  orange 
 60174.506  19.627  19.585  19.553  6366.38     3631.0       r 
 60174.506  20.214  20.164  20.065  5182.42     3631.0    cyan 
 60174.506  20.669  20.595  20.443  4746.48     3631.0       g 
 60174.508  19.517  19.472  19.439  6629.82     3631.0  orange 
 60174.508  19.627  19.585  19.553  6366.38     3631.0       r 
 60174.508  20.214  20.164  20.065  5182.42     3631.0    cyan 
 60174.508  20.669  20.595  20.443  4746.48     3631.0       g 
 60176.513  19.555  19.508  19.476  6629.82     3631.0  orange 
 60176.513  19.667  19.625  19.584  6366.38     3631.0       r 
 60176.513  20.266  20.214  20.106  5182.42     3631.0    cyan 
 60176.513  20.726  20.654   20.48  4746.48     3631.0       g 
 60179.563  19.609  19.563  19.532  6629.82     3631.0  orange 
 60179.563   19.73  19.681   19.64  6366.38     3631.0       r 
 60179.563  20.348  20.288  20.158  5182.42     3631.0    cyan 
 60179.563  20.823  20.738   20.54  4746.48     3631.0       g 
  60181.49  19.647  19.599   19.56  6629.82     3631.0  orange 
  60181.49  19.769  19.718   19.67  6366.38     3631.0       r 
  60181.49    20.4  20.328  20.186  5182.42     3631.0    cyan 
  60181.49  20.879  20.788  20.566  4746.48     3631.0       g 
 60181.493  19.647  19.599   19.56  6629.82     3631.0  orange 
 60181.493  19.769  19.718   19.67  6366.38     3631.0       r 
 60181.493    20.4  20.328  20.186  5182.42     3631.0    cyan 
 60181.493  20.879  20.788  20.566  4746.48     3631.0       g 
 60181.495  19.647  19.599   19.56  6629.82     3631.0  orange 
 60181.495  19.769  19.718   19.67  6366.38     3631.0       r 
 60181.495    20.4  20.328  20.186  5182.42     3631.0    cyan 
 60181.495  20.879  20.788  20.566  4746.48     3631.0       g 
 60181.497  19.647  19.599   19.56  6629.82     3631.0  orange 
 60181.497   19.77  19.718   19.67  6366.38     3631.0       r 
 60181.497    20.4  20.328  20.186  5182.42     3631.0    cyan 
 60181.497  20.879  20.788  20.566  4746.48     3631.0       g 
   60181.5  19.647  19.599   19.56  6629.82     3631.0  orange 
   60181.5   19.77  19.718   19.67  6366.38     3631.0       r 
   60181.5    20.4  20.328  20.186  5182.42     3631.0    cyan 
   60181.5   20.88  20.788  20.566  4746.48     3631.0       g 
 60182.492  19.666  19.618  19.575  6629.82     3631.0  orange 
 60182.492  19.791  19.738  19.685  6366.38     3631.0       r 
 60182.492  20.424  20.351    20.2  5182.42     3631.0    cyan 
 60182.492  20.902  20.807   20.58  4746.48     3631.0       g 
 60182.497  19.666  19.618  19.575  6629.82     3631.0  orange 
 60182.497  19.791  19.738  19.686  6366.38     3631.0       r 
 60182.497  20.424  20.351    20.2  5182.42     3631.0    cyan 
 60182.497  20.902  20.807   20.58  4746.48     3631.0       g 
 60182.502  19.666  19.618  19.575  6629.82     3631.0  orange 
 60182.502  19.791  19.738  19.686  6366.38     3631.0       r 
 60182.502  20.424  20.351    20.2  5182.42     3631.0    cyan 
 60182.502  20.902  20.807   20.58  4746.48     3631.0       g 
 60182.613  19.669   19.62  19.576  6629.82     3631.0  orange 
 60182.613  19.794   19.74  19.687  6366.38     3631.0       r 
 60182.613  20.427  20.353  20.201  5182.42     3631.0    cyan 
 60182.613  20.905  20.808  20.582  4746.48     3631.0       g 
 60185.662  19.718  19.674  19.627  6629.82     3631.0  orange 
 60185.662  19.854  19.796  19.737  6366.38     3631.0       r 
 60185.662  20.505  20.425  20.244  5182.42     3631.0    cyan 
 60185.662  20.999  20.892  20.624  4746.48     3631.0       g 
 60188.712  19.772   19.72  19.671  6629.82     3631.0  orange 
 60188.712  19.909   19.85  19.779  6366.38     3631.0       r 
 60188.712  20.572  20.484  20.286  5182.42     3631.0    cyan 
 60188.712  21.089  20.968  20.666  4746.48     3631.0       g 
 60191.762  19.824  19.765  19.714  6629.82     3631.0  orange 
 60191.762  19.965  19.896  19.818  6366.38     3631.0       r 
 60191.762  20.645  20.537  20.324  5182.42     3631.0    cyan 
 60191.762  21.169  21.021  20.708  4746.48     3631.0       g 
 60194.812  19.867   19.81  19.753  6629.82     3631.0  orange 
 60194.812  20.024  19.942  19.856  6366.38     3631.0       r 
 60194.812  20.704  20.584  20.362  5182.42     3631.0    cyan 
 60194.812  21.239  21.065  20.749  4746.48     3631.0       g 
 60197.862   19.92  19.858  19.791  6629.82     3631.0  orange 
 60197.862  20.077  19.981  19.895  6366.38     3631.0       r 
 60197.862  20.778  20.622  20.397  5182.42     3631.0    cyan 
 60197.862   21.31  21.104   20.79  4746.48     3631.0       g 
 60198.609   19.93  19.868  19.801  6629.82     3631.0  orange 
 60198.609   20.09   19.99  19.905  6366.38     3631.0       r 
 60198.609  20.797  20.631  20.406  5182.42     3631.0    cyan 
 60198.609  21.323  21.113    20.8  4746.48     3631.0       g 
  60200.62  19.963  19.894  19.826  6629.82     3631.0  orange 
  60200.62  20.126  20.015   19.93  6366.38     3631.0       r 
  60200.62  20.828  20.656  20.429  5182.42     3631.0    cyan 
  60200.62  21.361  21.139  20.827  4746.48     3631.0       g 
 60200.911  19.969  19.897   19.83  6629.82     3631.0  orange 
 60200.911  20.131  20.018  19.933  6366.38     3631.0       r 
 60200.911  20.832  20.659  20.433  5182.42     3631.0    cyan 
 60200.911  21.366  21.143  20.831  4746.48     3631.0       g 
 60201.547   19.98  19.905  19.837  6629.82     3631.0  orange 
 60201.547  20.141  20.026  19.941  6366.38     3631.0       r 
 60201.547  20.843  20.666  20.441  5182.42     3631.0    cyan 
 60201.547  21.376  21.151  20.839  4746.48     3631.0       g 
 60203.961   20.02  19.934  19.866  6629.82     3631.0  orange 
 60203.961  20.175  20.056  19.972  6366.38     3631.0       r 
 60203.961  20.876  20.695   20.47  5182.42     3631.0    cyan 
 60203.961  21.418  21.181  20.868  4746.48     3631.0       g 
 60205.609   20.04  19.954  19.885  6629.82     3631.0  orange 
 60205.609  20.197  20.076  19.993  6366.38     3631.0       r 
 60205.609  20.905  20.715  20.491  5182.42     3631.0    cyan 
 60205.609  21.442  21.202  20.887  4746.48     3631.0       g 
 60207.011  20.057  19.971  19.901  6629.82     3631.0  orange 
 60207.011  20.215  20.092  20.009  6366.38     3631.0       r 
 60207.011  20.922  20.732  20.508  5182.42     3631.0    cyan 
 60207.011  21.467   21.22  20.904  4746.48     3631.0       g 
 60210.061    20.1  20.007  19.935  6629.82     3631.0  orange 
 60210.061  20.259  20.129  20.046  6366.38     3631.0       r 
 60210.061  20.962   20.77  20.544  5182.42     3631.0    cyan 
 60210.061  21.513  21.258  20.939  4746.48     3631.0       g 
 60212.552  20.131  20.036  19.964  6629.82     3631.0  orange 
 60212.552  20.289   20.16  20.077  6366.38     3631.0       r 
 60212.552  20.992    20.8  20.573  5182.42     3631.0    cyan 
 60212.552  21.543  21.288  20.967  4746.48     3631.0       g 
  60213.11  20.138  20.042  19.971  6629.82     3631.0  orange 
  60213.11  20.296  20.166  20.083  6366.38     3631.0       r 
  60213.11  20.999  20.807   20.58  5182.42     3631.0    cyan 
  60213.11   21.55  21.295  20.974  4746.48     3631.0       g 
 60213.616  20.144  20.048  19.977  6629.82     3631.0  orange 
 60213.616  20.302  20.172  20.089  6366.38     3631.0       r 
 60213.616  21.005  20.813  20.586  5182.42     3631.0    cyan 
 60213.616  21.556  21.301  20.979  4746.48     3631.0       g 
  60216.16  20.175  20.078  20.008  6629.82     3631.0  orange 
  60216.16  20.332  20.201  20.118  6366.38     3631.0       r 
  60216.16  21.035  20.843  20.618  5182.42     3631.0    cyan 
  60216.16  21.586  21.331  21.008  4746.48     3631.0       g 
  60219.21  20.212  20.115  20.044  6629.82     3631.0  orange 
  60219.21  20.367  20.236  20.156  6366.38     3631.0       r 
  60219.21  21.071   20.88  20.658  5182.42     3631.0    cyan 
  60219.21  21.623  21.367  21.043  4746.48     3631.0       g 
  60222.26  20.248  20.152  20.077  6629.82     3631.0  orange 
  60222.26  20.403  20.271  20.192  6366.38     3631.0       r 
  60222.26  21.107  20.915  20.698  5182.42     3631.0    cyan 
  60222.26  21.659  21.403  21.077  4746.48     3631.0       g 
 60224.582  20.274  20.181  20.102  6629.82     3631.0  orange 
 60224.582  20.431  20.298  20.219  6366.38     3631.0       r 
 60224.582  21.134  20.941  20.727  5182.42     3631.0    cyan 
 60224.582  21.686  21.431  21.104  4746.48     3631.0       g 
  60225.31  20.282   20.19   20.11  6629.82     3631.0  orange 
  60225.31  20.439  20.307  20.227  6366.38     3631.0       r 
  60225.31  21.142   20.95  20.736  5182.42     3631.0    cyan 
  60225.31  21.694  21.439  21.113  4746.48     3631.0       g 
 60228.359  20.317  20.224  20.143  6629.82     3631.0  orange 
 60228.359  20.475  20.341  20.263  6366.38     3631.0       r 
 60228.359  21.178  20.985  20.772  5182.42     3631.0    cyan 
 60228.359  21.729  21.475  21.148  4746.48     3631.0       g 
 60231.409  20.352   20.26  20.176  6629.82     3631.0  orange 
 60231.409  20.511  20.375  20.298  6366.38     3631.0       r 
 60231.409  21.214   21.02  20.806  5182.42     3631.0    cyan 
 60231.409  21.763   21.51  21.184  4746.48     3631.0       g 
 60234.459  20.387  20.295   20.21  6629.82     3631.0  orange 
 60234.459  20.545  20.409  20.331  6366.38     3631.0       r 
 60234.459   21.25  21.054  20.841  5182.42     3631.0    cyan 
 60234.459  21.797  21.544  21.221  4746.48     3631.0       g 
 60234.603  20.388  20.297  20.211  6629.82     3631.0  orange 
 60234.603  20.546  20.411  20.333  6366.38     3631.0       r 
 60234.603  21.252  21.055  20.842  5182.42     3631.0    cyan 
 60234.603  21.799  21.546  21.223  4746.48     3631.0       g 
 60236.559   20.41  20.319  20.233  6629.82     3631.0  orange 
 60236.559  20.568  20.433  20.354  6366.38     3631.0       r 
 60236.559  21.274  21.077  20.863  5182.42     3631.0    cyan 
 60236.559  21.822  21.568  21.247  4746.48     3631.0       g 
 60237.509  20.421  20.329  20.243  6629.82     3631.0  orange 
 60237.509  20.578  20.443  20.365  6366.38     3631.0       r 
 60237.509  21.284  21.088  20.873  5182.42     3631.0    cyan 
 60237.509  21.833  21.578  21.258  4746.48     3631.0       g 
 60240.558  20.455  20.363  20.277  6629.82     3631.0  orange 
 60240.558  20.611  20.477  20.399  6366.38     3631.0       r 
 60240.558  21.317   21.12  20.905  5182.42     3631.0    cyan 
 60240.558  21.869  21.612  21.292  4746.48     3631.0       g 
  60241.56  20.466  20.373  20.288  6629.82     3631.0  orange 
  60241.56  20.622  20.488   20.41  6366.38     3631.0       r 
  60241.56  21.327  21.131  20.915  5182.42     3631.0    cyan 
  60241.56   21.88  21.623  21.303  4746.48     3631.0       g 
 60243.608   20.49  20.395   20.31  6629.82     3631.0  orange 
 60243.608  20.644  20.511  20.432  6366.38     3631.0       r 
 60243.608  21.348  21.154  20.937  5182.42     3631.0    cyan 
 60243.608  21.904  21.646  21.324  4746.48     3631.0       g 
 60246.658  20.523  20.428  20.343  6629.82     3631.0  orange 
 60246.658  20.679  20.545  20.465  6366.38     3631.0       r 
 60246.658  21.382  21.188  20.968  5182.42     3631.0    cyan 
 60246.658  21.939  21.679  21.356  4746.48     3631.0       g 
 60249.708  20.555   20.46  20.376  6629.82     3631.0  orange 
 60249.708  20.713  20.579  20.498  6366.38     3631.0       r 
 60249.708  21.415   21.22  21.001  5182.42     3631.0    cyan 
 60249.708  21.974  21.712  21.389  4746.48     3631.0       g 
 60252.757  20.588  20.493  20.408  6629.82     3631.0  orange 
 60252.757  20.747  20.614   20.53  6366.38     3631.0       r 
 60252.757  21.449  21.253  21.033  5182.42     3631.0    cyan 
 60252.757  22.009  21.745  21.424  4746.48     3631.0       g 
 60255.807  20.622  20.526  20.439  6629.82     3631.0  orange 
 60255.807   20.78  20.649  20.562  6366.38     3631.0       r 
 60255.807  21.483  21.286  21.065  5182.42     3631.0    cyan 
 60255.807  22.043  21.778   21.46  4746.48     3631.0       g 
 60257.532  20.642  20.545  20.456  6629.82     3631.0  orange 
 60257.532  20.798  20.668  20.581  6366.38     3631.0       r 
 60257.532  21.502  21.305  21.083  5182.42     3631.0    cyan 
 60257.532  22.062  21.796   21.48  4746.48     3631.0       g 
 60258.857  20.656  20.559  20.469  6629.82     3631.0  orange 
 60258.857  20.812  20.682  20.594  6366.38     3631.0       r 
 60258.857  21.517  21.319  21.097  5182.42     3631.0    cyan 
 60258.857  22.077   21.81  21.495  4746.48     3631.0       g 
 60259.543  20.664  20.566  20.476  6629.82     3631.0  orange 
 60259.543  20.819  20.689  20.601  6366.38     3631.0       r 
 60259.543  21.524  21.326  21.104  5182.42     3631.0    cyan 
 60259.543  22.084  21.817  21.502  4746.48     3631.0       g 
  60261.51  20.686  20.587  20.495  6629.82     3631.0  orange 
  60261.51  20.839   20.71  20.621  6366.38     3631.0       r 
  60261.51  21.546  21.347  21.124  5182.42     3631.0    cyan 
  60261.51  22.105  21.837  21.523  4746.48     3631.0       g 
 60261.907   20.69  20.591  20.499  6629.82     3631.0  orange 
 60261.907  20.843  20.714  20.626  6366.38     3631.0       r 
 60261.907   21.55  21.352  21.128  5182.42     3631.0    cyan 
 60261.907  22.109  21.841  21.528  4746.48     3631.0       g 
 60264.502  20.719  20.619  20.525  6629.82     3631.0  orange 
 60264.502  20.869  20.743  20.652  6366.38     3631.0       r 
 60264.502  21.578  21.379  21.157  5182.42     3631.0    cyan 
 60264.502  22.135  21.868  21.554  4746.48     3631.0       g 
 60264.957  20.724  20.624   20.53  6629.82     3631.0  orange 
 60264.957  20.873  20.748  20.657  6366.38     3631.0       r 
 60264.957  21.583  21.383  21.161  5182.42     3631.0    cyan 
